segment_id,start,end,transcript,asr_confidence
57,307.52,312.02,"For example, when you pick it up and push it like it all lights up or something, you know what I mean?",0.7713
58,312.32,315.83,Or it's got something else to it that just seems innovative.,0.8468
59,315.99,318.89,Because obviously the thing at the message here is ease of use.,0.8018
60,319.51,323.52,So how do you make innovation make something more easy to use?,0.8609
61,323.58,325.74,"Well, that's, I guess, where we're going to go with this.",0.8923
62,325.72,335.42,"Okay, then the other aspect of the market research I have here is on fashion style, which as we've agreed is a priority.",0.8333
63,336.54,345.11,Top European fashion trend that I read about says there's this emerging theme of fruit and vegetables.,0.8306
64,345.09,346.55,especially in clothes and furniture.,0.7254
65,346.57,355.48,"And when I first saw that I thought, well, do we want to actually try and think about this trend and how we add something to it, or we get right into it, or we completely steer away from it?",0.838
66,355.58,356.3,Do you know what I mean?,0.484
67,357.08,367.75,"My feeling is that we do want to observe this trend, but we want to think also about the fact that it sort of has to fit in with something which is not specifically electronics.",0.8373
68,369.19,374.78,"Because I think what we're in is partly sort of home decor, partly something like a computer.",0.8205
69,374.76,381.35,So I think we might want to be careful about how quickly we create like a remote control in the shape of an apple or something.,0.8077
70,381.37,382.25,I think that would be pushing it.,0.4413
71,383.27,395.16,"And then in terms of material trends are for things to be soft and spongy and sort of might say ergonomic or friendly to handle, which also indicated that last year this was not the case.",0.8531
72,395.14,401.94,So probably a lot of the competition on the market will be still in last year's mode.,0.8631
73,401.98,407.21,"So if we try and really capitalize on that, I think that'll be in our favor.",0.8729
74,409.59,411.29,So this is the summary of everything.,0.8259
75,412.27,416.18,Style is number one thing in the market of who we're selling to.,0.8439
76,417.26,425.53,"Innovative design technology is also a must in that it seemed to be cutting edge, but ease of use has to be ensured throughout.",0.8549
77,425.55,426.97,That was like the number three thing.,0.8167
78,427.35,431.06,And then they're vibrant natural colors.,0.8123
79,431.04,433.58,That's the way I interpreted it anyway.,0.9083
80,433.92,436.04,"Softness and material, shape and function.",0.8715
81,436.68,440.11,And so I've written at the bottom to give us sort of a context of discussion.,0.8299
82,440.55,446.66,"Mac iPods, something which is, I'd have to say very high tech, 10 gigabytes or whatever.",0.7417
83,447.02,448.87,"But when you hold it in your hand, there's like no buttons.",0.7791
84,449.53,450.97,You know what a Mac iPod is?,0.336
85,450.95,466.85,I'm thinking however Mac iPod is sort of last year's because it's very hard and sort of glassy and glossy so I'm thinking if we imagine that we're taking some of the features of a Mac iPod and we're then making it's more of like a more of like a comfortable type of more of like,0.7898
86,468.08,472.14,"maybe more vibrant, friendly thing to have.",0.7509
87,472.16,492.21,"And then so this is, with all that information, what I'm suggesting in this slide here is that we take these ideas and as we get into more, the more, like sort of production side of things that we think about shape, materials and themes or series that go throughout, sort of like,",0.8497
88,494.05,498.71,"I don't know, we think of some kind of a theme that unifies it all that we agree on.",0.8577
89,499.41,502.3,Sort of like a marketing identity.,0.6522
90,503.73,504.37,Does that make sense?,0.664
91,504.81,505.82,Yeah.,0.652
92,505.84,514.37,"So I threw out a few ideas there just to kind of get us thinking along those lines, like lemon, lime, I don't know, green colors, whatever.",0.782
93,514.41,515.29,Just an idea.,0.461
94,515.31,524.99,"Because I'm thinking that some of these ideas will seem quite coherent if we use them in terms of what people associate them with in terms of texture, shape, colors, things like that.",0.8316
95,525.85,525.91,OK.,0.333
96,526.82,535.03,The ones which I'm most fond of in terms of giving a theme to it would be lemon or something like that.,0.7849
97,535.35,540.44,Something which you see a lot in other areas.,0.8156
98,540.78,546.31,I see lots of websites and things that seem to associate with lemon and lime.,0.8305
99,546.93,548.05,Just an idea.,0.926
100,548.03,568.43,I'm thinking maybe we could incorporate some of these features into a fairly into something which is which seems to have something to which is almost gimmicky because like like something to do with like lighting within it like you know just in the simple sense when you pick up a phone and touch a button it lights up,0.8524
101,568.41,570.1,Usually the buttons light up.,0.7388
102,570.48,571.52,How can we build on that?,0.8248
103,571.7,574.06,Maybe like it could light up in different colors or something.,0.8855
104,574.12,581.37,Or people could buy the control and then it comes with different covers or something.,0.7609
105,581.39,587.16,"Anyway, that's all I have, but hopefully we can revisit those ideas when we get into...",0.7942
106,588.24,590.36,"Okay, great.",0.667
107,590.8,592.75,Thank you for that.,0.8028
108,593.35,594.51,"Craig, do you want to...",0.3526
109,596.09,598.71,Plug yours in.,0.58
110,640.74,642.68,Is it working?,0.3587
111,646.13,646.53,Not quite.,0.178
112,646.55,648.03,Did you press F8?,0.6002
113,648.05,649.07,It's probably not sending.,0.7962
114,650.77,658.52,"Oh, something coming out.",0.5257
115,658.72,659.08,There it is.,0.6417
116,662.15,662.57,There we go.,0.2683
117,665.03,666.61,That's a database concept.,0.6462
118,668.45,672.52,"To research it, I've had a look on the home page again.",0.4535
119,672.66,676.1,It's provided me with more examples of previous existing control controls.,0.5001
120,678.18,681.53,There's a wee bit of discussion about the existing ones there.,0.6994
121,681.63,687.34,So I've taken the suggestions from them and tried to incorporate them into this.,0.4656
122,688.77,699.57,"At the end of this, we're looking for suggestions on the size of the control and the buttons, the shape of the control, and where the buttons should be located on the control.",0.6663
123,702.79,708.5,What I found from the research is that most of the current controls are just basically big bricks with loads of buttons all over them.,0.5359
124,710.48,713.46,They're not very attractive to look at and they're not very comfortable to hold.,0.7014
125,713.48,716.75,They are just holding big bricks and they're very easily lost.,0.6693
126,717.55,722.76,"They tend to be very dark colors, so if they're shadowy places down inside the couches, you can't really see them.",0.5713
127,722.74,728.65,The controls themselves tend to use a very consistent color scheme.,0.5828
128,730.01,732.52,"For instance, the standby button isn't always red.",0.6406
129,732.54,733.1,It really should be.,0.4523
130,733.12,735.5,It's something that the user then identify with.,0.5703
131,735.82,736.99,This is a red switch off.,0.6087
132,737.0,738.15,That's how it should be.,0.4792
133,739.61,743.06,"I'm not sure if there's any other examples of that, but something to look out for.",0.5175
134,744.67,750.13,So from that I've got a couple of preferences for the end control.,0.6122
135,751.83,756.06,Again with the red color button for standby and the other examples of that.,0.6691
136,757.54,763.04,"The buttons should be large, they shouldn't be tiny little things like you get on some mobile phones, they should be easy to press, very comfortable.",0.6065
137,764.32,770.76,One of the examples given on the home page was there's an up and down volume button.,0.7513
138,770.78,771.81,Both of them have a V on them.,0.6215
139,772.13,774.43,So the up volume button looks like it should be a down volume button.,0.506
140,774.57,775.33,That's kind of confusing.,0.441
141,776.57,777.79,It should avoid things like that.,0.7885
142,780.38,785.8,"If the corporate color scheme allows it, we should have a very bright color so that it can be identified anywhere.",0.6806
143,786.88,793.09,Obviously trying to avoid being tacky there but it could time very easily with your alignment of an idea.,0.5808
144,793.11,794.69,Do we have a corporate colour scheme?,0.7356
145,794.71,800.05,I think it's yellow because the website is yellow and there's a band at the bottom of the yellow.,0.6451
146,800.07,802.72,The Play Doh is yellow.,0.5488
147,803.62,807.5,Definitely food for thought they're ever-keegering and we'll discuss that.,0.5203
148,808.51,811.38,Any extra features we add beyond the basic ones should be hidden.,0.7873
149,811.5,818.35,They shouldn't be visible without something being opened or some sort of special extra effort.,0.4328
150,819.05,824.59,"If we do decide to go for voice activation, this should all be about a misalternative, possibly hidden in the opened up section.",0.6322
151,825.35,833.42,"In case something was wrong with it or something used voice, maybe they got a cold or... We should definitely avoid the big square block.",0.5635
152,833.93,835.77,That's just wrong.,0.5627
153,836.44,845.16,And we've got an email from the research department and they've said that the voice control can now talk back if you ask it a question.,0.6895
154,846.06,848.99,So it could be good to have them confirm any action you take.,0.5679
155,850.07,851.73,That's a good possibility.,0.234
156,854.06,854.7,Right.,0.183
157,854.72,855.76,These are problems I've had with it.,0.4734
158,856.3,859.28,"I don't know where the slogan should go, or really what the slogan is.",0.5849
159,859.34,861.4,I think it's fashion into electronics.,0.4292
160,861.42,862.43,Yeah.,0.603
161,862.45,864.11,And we don't know if that's what the color scheme is.,0.3695
162,864.87,869.75,"You can say you want the corporate colors, but they don't say if we can use any other colors at all.",0.5969
163,871.25,875.9,OK. That's it.,0.2247
164,875.92,877.04,OK. Great.,0.3885
165,877.06,878.64,Lots of good information there.,0.7524
166,878.66,883.23,"Yeah, that was very good.",0.4724
167,883.25,883.3,OK.,0.333
168,896.28,902.59,It's a shame the cable wasn't just in the middle of the table.,0.6902
169,902.61,903.97,"I know it would be handy, wouldn't it?",0.2772
170,903.99,916.2,Oops.,0.517
171,916.22,918.88,Do you want to sit in the liner side of this?,0.6409
172,919.3,922.47,"OK, let me just get this going first.",0.5826
173,925.55,926.03,There it is.,0.4173
174,944.56,954.87,"Okay, that should be it.",0.7702
175,958.01,962.67,"Okay, I guess the same thing again, I started with something very basic.",0.8168
176,963.29,973.38,"So just so you guys have some idea of what's involved in my process, and then you can just work through it and we'll either modify it or start from scratch, depending on what your needs are.",0.7775
177,973.36,975.45,The components are exactly the same.,0.8157
178,976.37,981.82,"I think, like what you guys said, the most input that's needed is basically in the user interface.",0.7601
179,981.84,986.76,"The rest of the components, they do have an impact in terms of cost and complexity.",0.8706
180,987.56,989.1,"Like you said, time to market was a problem.",0.8499
181,989.73,991.93,And how many components are physically in there and cost.,0.6615
182,992.33,993.89,And the power is basically a factor of that.,0.8801
183,994.61,1001.16,"And the lower components, the power, the logic, the transmitter, and the infrared, they affect you in terms of the size.",0.7517
184,1001.14,1021.33,of your device and that would have some impact on how I think more how you hold rather than the actual use using the remote control because like we've said we've defined like we only want the basic things that to be visible in the rest of them we try to hide so you know it's just a matter of working out space.,0.796
185,1021.31,1026.67,"So I guess three things, cost, complexity and the size.",0.8142
186,1026.95,1029.38,These are the three things that will have an impact on you.,0.8074
187,1029.82,1031.14,So just go through the components.,0.8205
188,1032.77,1034.47,These are the options that are available to you.,0.7536
189,1034.99,1041.66,I'm not very sure about the voice thing because I got another email and it was quite sketchy on what the voice options are.,0.8043
190,1041.64,1045.52,"It said it could talk to you, but I never said anything about being able to listen.",0.8696
191,1045.96,1048.67,"It said something about a sensor, but I never clarified that.",0.9248
192,1048.69,1058.6,"So maybe if you, well, I could see the other email that they sent you because they got back to me with different requirements or different offerings of what components are available.",0.708
193,1058.62,1060.36,"Okay, so your basic components are buttons.",0.6793
194,1061.18,1063.55,"Okay, and you have a wheel available, like a mouse scroll wheel.",0.7305
195,1064.25,1065.57,"Okay, there's an LCD display.",0.676
196,1066.89,1068.71,I think these are quite standard things.,0.66
197,1068.93,1070.93,"They're standard, aren't they?",0.7363
198,1071.59,1071.65,No.,0.0
199,1071.67,1073.95,"Well, in a sense, these are all the options available for you.",0.7704
200,1073.97,1076.72,I explained to you the complexity and the cost thing again a bit later.,0.8288
201,1077.56,1080.8,OK. Then there's how the case actually looks.,0.8662
202,1081.28,1083.31,It can actually be flat or it can be curved.,0.8418
203,1084.81,1086.83,And then the different types of materials that you can use.,0.8667
204,1087.19,1089.32,I don't think you can use them in a combination.,0.8483
205,1091.0,1093.2,But I could check back for you.,0.8579
206,1093.24,1095.44,But I don't think you can actually use them in a combination.,0.8525
207,1095.46,1097.57,You can have like plastic and rubber.,0.5241
208,1097.83,1104.0,"I think plastic and rubber would be fine, but plastic, rubber and wood, I'm not very sure about the titanium.",0.8217
209,1104.76,1107.14,They had some restrictions on using the rubber and the titanium.,0.8659
210,1107.94,1116.09,"The rubber was a restriction on the kind of power source you could use, but the titanium had a different kind of things on the shape of the thing.",0.8811
211,1116.13,1127.72,"So I think that there is some restriction on, I think you could probably group plastic and rubber together, wood and titanium, but it might be easier from a cost perspective and a complexity just to use one.",0.8036
212,1127.7,1130.37,as opposed to two.,0.5762
213,1130.47,1132.41,And the other components are logic chips.,0.9077
214,1133.55,1135.62,"Again, I'll go back to the component chips.",0.91
215,1136.26,1141.93,"How complex or how easy the logic is, it depends on how many functions you have on the unit.",0.8204
216,1142.05,1143.81,And that impacts cost.,0.7948
217,1143.85,1147.41,I don't think the logic chip has an issue about size because they should be about the same size.,0.8738
218,1147.56,1149.46,Power consumption should be about the same.,0.7993
219,1149.44,1151.9,I think the main impact is complexity.,0.8181
220,1152.87,1157.18,And the other thing is the power options.,0.7036
221,1157.26,1158.42,The first one is the standard battery.,0.5497
222,1159.22,1163.21,"The second one, I think, is more of a gimmick than actually a usable thing.",0.7453
223,1163.23,1166.1,It's a wind-up.,0.6523
224,1166.08,1178.94,"But that might be something, I think that's more of a look and feel decision because I don't think you can have one power source if you're using the alternative power sources.",0.8348
225,1179.48,1184.47,I think whatever it is you still need a battery because I don't think anybody wants to keep doing one thing.,0.8276
226,1184.45,1192.66,"Okay, the other ones are a solar powered cell, which may not be a great idea in Europe or any country that has seasons because half the year you'd be dead.",0.7201
227,1193.33,1196.63,"So like what I said, you probably need like a battery and something else.",0.8359
228,1197.05,1203.18,"And the kinetic one, I guess for me is the most interesting one because it's movement and people like to fiddle with there.",0.7835
229,1204.0,1206.69,"And it's a nice sales gimmick, I think, from a marketing gimmick.",0.7313
230,1206.77,1209.19,"It's a technology thing, it's a shake it.",0.8575
231,1209.99,1212.33,"It doesn't work, shake it, knock it or something, you know.",0.7323
232,1212.31,1221.59,"Have you had those balls, you know, those stress balls where you bounce the ball and it lights up and it goes, you know, that might be a gimmick combined with rubber.",0.8066
233,1222.73,1229.24,"You know, just to, if you get frustrated with remote control, you can throw it kind of, you know, just the, you know.",0.7351
234,1230.2,1237.16,"So, okay, my, from my role, I don't think there are personal preferences, but role preferences, I think",0.7968
235,1237.14,1239.78,something comfortable to hold.,0.9145
236,1241.0,1258.67,Small and slim I guess that's more in the sense of small and slim in terms of comfortable not so small you can't you know like a phone or some too small phone and the other thing is from a production point of view the less components we use and the simpler the components means you reduce your cost and you increase your profit.,0.7603
237,1258.65,1264.71,"And also the time to market and the complexity of developing, designing and debugging it.",0.836
238,1265.39,1271.55,"So, okay, let me just go back and talk about some of the restrictions.",0.7044
239,1272.76,1278.37,"The user interface restrictions basically means that if you use more complicated features, the buttons are standard.",0.7979
240,1279.43,1284.46,"The LCD panel and the scroll wheel, you need more complicated logic.",0.7512
241,1285.58,1288.36,"With a rubber case, you can't have the solar panels.",0.8455
242,1289.72,1296.13,"With the titanium case, let me just check that.",0.6423
243,1297.7,1316.81,titanium case can't be curved it has to be square okay okay um there's no restriction on the plastic it can't be curved it can't be curved on the wood so that's again I don't think you can use them in a combination okay um especially the titanium I suspect they're very fixed to a particular need so um mixing them may not be a good idea,0.7546
244,1316.79,1321.47,Can I ask a question?,0.761
245,1322.77,1326.96,I'm quite keen to get the discussion going with the time we've left.,0.7871
246,1327.98,1331.04,Can we power a light in this?,0.8106
247,1331.06,1333.09,Can we get a strong enough battery to power a light?,0.8135
248,1334.01,1338.97,I think we could because the LCD panel requires power and the LCD is a form of a light.,0.7753
249,1339.85,1343.64,So maybe one of the things we can just try and include is a really good battery.,0.7715
250,1344.73,1345.03,Why?,0.859
251,1345.05,1346.77,What kind of light do you want?,0.8131
252,1346.79,1355.72,"Well, I mean, I'm thinking it might be that for this to be a high tech thing, it's going to have to have something high tech about it.",0.7934
253,1356.2,1357.4,And it's going to take battery power.,0.7734
254,1358.03,1373.12,"And to make that to make that a realistic goal, I think one of the issues that will come up later is are you thinking of a light in the sense of a light light or a light in the sense of it glows kind",0.8186
255,1373.1,1375.38,I know Frankenstein it's alive.,0.7314
256,1375.46,1394.08,I'm thinking along the lines of you you're in the dark watching a DVD and you you find the thing in the dark and you go like this and that's what everybody does always the volume button in the dark okay and you just touch it or you just pick it up and it lights up or something like a phone okay okay,0.8204
257,1394.06,1397.38,Whereas with phones people charge them once a week.,0.8844
258,1397.48,1404.59,We're going to need to put in a really good battery so people don't have to charge their remote control every few days.,0.7078
259,1404.65,1409.14,That's why I think the option of the kinetic thing which basically means as long as you shake it like a watch.,0.8583
260,1409.32,1411.32,Are people going to want to shake their movie controller?,0.5447
261,1411.54,1428.43,"It's probably sensitive enough when you fiddle it, so you could trigger that to a light, like I said, the bouncing ball thing, or you could trigger that to use that to power the light as opposed to, so when they pick it up, right, and then that sort of triggers the glowiness.",0.8152
262,1428.41,1433.52,"Well, let's just go right back to the marketing ideas for a start.",0.817
263,1433.54,1435.13,And it's keeping an eye on the time.,0.7144
264,1435.15,1438.35,We've got about 15 minutes to play with at most.,0.7532
265,1438.37,1448.65,"So, yeah, so just to bear in mind that the ultimate goal of this meeting is to reach an absolute decision on the concepts of the product.",0.8424
266,1448.63,1456.24,So back to your idea about incorporating the idea of like fruit and veg and the corporate color and things like that.,0.8124
267,1458.44,1459.91,I mean what does everybody think about?,0.8149
268,1459.95,1465.19,Does anybody have any ideas about how we can fit all that in together?,0.6921
269,1465.21,1467.96,I mean that's kind of the user interface type of thing.,0.6895
270,1467.98,1468.92,What are your thoughts on that?,0.4892
271,1469.45,1486.15,So maybe are we thinking something that could sit in your hand comfortably or that you'd hold on to comfortably?,0.7353
272,1486.41,1488.52,"I'm posting this in your hand comfortably, so...",0.4002
273,1488.54,1490.5,"This is something quite curvy, okay.",0.5613
274,1493.2,1493.86,"Right, okay.",0.6945
275,1494.29,1495.93,"Color-wise, I mean, you made a...",0.6642
276,1496.13,1500.55,"I can't remember who made the point about how if you have a nice bright color, you'll not lose it, was that?",0.6245
277,1501.91,1502.43,What's that mean?,0.523
278,1502.73,1505.16,"About how if you have a bright color, you'll not lose it so much.",0.7951
279,1506.08,1506.24,Yeah.,0.286
280,1506.74,1515.83,"And when the corporate color is yellow, I mean, maybe we could think about the color of the whole product being yellow, I don't know.",0.7317
281,1515.81,1519.2,And then obviously the materials.,0.8028
282,1520.18,1523.69,Has anybody got an overall picture in their mind about what might work?,0.8413
283,1524.81,1530.28,"Well, I'm thinking that what we need to do is have something that unifies a lot of the different concepts.",0.872
284,1530.4,1533.75,"And if we think that what we are number one,",0.8525
285,1533.73,1537.48,marketing motive is the look and feel.,0.8646
286,1538.0,1551.45,"So for the look and feel to seem coherent and not just sort of bits and pieces of concept and technology or fashion, then we should have it kind of come back to one thing that we kind of all sort of can visualize.",0.8152
287,1551.43,1560.82,Maybe what we could do is think about a concept which touches back to the color.,0.8679
288,1561.04,1562.27,"You said company color, yellow.",0.8322
289,1562.53,1570.13,"I mean if we think of something like I was saying also lime and lemon, what can we come up with something where we try and associate it with the series?",0.7422
290,1570.28,1578.08,We just come up with something like we kind of use it as a theme to inspire the shapes and things.,0.8141
291,1578.65,1583.12,Is there a particular shape that you're interested in?,0.8038
292,1583.57,1585.17,Does marketing have any research on?,0.7747
293,1585.85,1586.89,Does it need to be long?,0.7452
294,1586.97,1588.8,Does it need like a square thing?,0.4816
295,1588.82,1590.34,Like a circular shape?,0.397
296,1590.54,1593.39,"Yeah, because that will help narrow down the choice of?",0.826
297,1593.57,1593.81,Yeah.,0.462
298,1593.86,1594.96,choice of material.,0.8773
299,1594.98,1598.3,I was kind of thinking about it as well.,0.5588
300,1598.32,1603.95,"You know how you get these shock resistant mobile phones, and they're plastic, but they also have rubber around the outside.",0.7098
301,1604.49,1608.1,"It kind of feels warmer to the touch, feels a bit more comfortable.",0.7518
302,1608.62,1615.99,"Maybe we could incorporate plastic and rubber into it, and then we could have curved chips, because what are titanium?",0.8039
303,1616.01,1623.36,"Yeah, it's going to have to be boxy and rectangular, and I think we might be moving away from that.",0.8004
304,1625.85,1628.64,Do we really want it in the shape of a lemon?,0.6962
305,1629.32,1630.86,"No, I don't think we do either.",0.7219
306,1631.1,1643.02,"It's more just that we think about what it is we're trying to achieve, and then we have one sort of theme that we stick with.",0.8258
307,1644.81,1647.05,"So, thoughts about the actual shape of the thing?",0.8548
308,1647.96,1649.86,I'm quite like a sort of snowman type shape.,0.3961
309,1650.12,1651.6,A snowman shape?,0.6307
310,1651.64,1653.51,So a sort of larger bit sits in your hand.,0.4136
311,1653.77,1657.01,And then you've got to be another and bubble it up for just any other funky you need.,0.3612
312,1657.61,1658.81,That's quite a distinctive shape.,0.8034
313,1658.87,1661.3,"That would be good, wouldn't it?",0.2278
314,1661.32,1662.28,Yeah.,0.38
315,1662.3,1662.4,Yeah.,0.0
316,1662.42,1663.72,"So yeah, should we go with that?",0.4884
317,1665.1,1671.21,"Can we, yeah, like, to, and what, like, do you ever... Do you want to draw it on the board?",0.4901
318,1671.23,1672.87,"Yeah, just to be visualise it.",0.4482
319,1690.75,1691.78,Something like that.,0.3577
320,1691.8,1693.2,You've got two groups there.,0.4262
321,1694.0,1696.1,Maybe you could fold up and you get a third group inside.,0.4499
322,1696.24,1696.72,Okay.,0.39
323,1696.85,1697.41,That'd be good.,0.33
324,1698.13,1700.07,You could have boing controls about there.,0.4766
325,1700.85,1703.86,Okay.,0.676
326,1703.88,1708.11,So call that the snowman shape trademark.,0.8006
327,1711.93,1712.79,"Yeah, that's cool.",0.6593
328,1713.06,1715.32,"And I mean, colour-wise, what does everybody think?",0.5333
329,1715.34,1717.95,I think it is quite important to get yellow in there somewhere.,0.7422
330,1718.33,1719.75,"I mean, do you want the whole thing yellow?",0.7219
331,1719.79,1720.93,Maybe yellow and white?,0.7112
332,1720.95,1721.47,Do you want something?,0.3558
333,1722.74,1725.68,I think it would look quite nice if I just add this bit around here.,0.4125
334,1725.86,1727.45,They start background yellow.,0.55
335,1727.47,1729.87,And then have a nice bold colour for the buttons.,0.6358
336,1730.04,1731.1,"Okay, cool.",0.551
337,1732.0,1735.11,"And also, I mean, how are we going to incorporate this slogan in?",0.6598
338,1735.45,1744.22,"The fact that it talks to you, I mean, it might be quite cool if when you first start using it, it says, what is it, putting fashion into electronics or something, I don't know.",0.7975
339,1745.14,1747.06,"Or when you, like, if you turn it off or something.",0.7603
340,1747.54,1752.33,"If it can speak, if you could actually say this slogan, it might be a bit more powerful than just having it written on it somewhere.",0.6682
341,1753.63,1754.93,Any thoughts on that at all?,0.6973
342,1755.5,1756.55,I think that probably scared me.,0.4788
343,1756.59,1760.15,Turn on your computer.,0.6475
344,1760.17,1761.66,I know.,0.839
345,1762.24,1769.8,"I mean, if you also, like, if we wanted to incorporate an LCD display, where would we put that?",0.6114
346,1769.84,1771.5,Would we put that on the inside?,0.7009
347,1772.8,1774.92,Do we need an LCD display?,0.8127
348,1775.08,1776.68,What's the functionality of it?,0.5958
349,1776.7,1777.51,It's blinds here.,0.4787
350,1777.53,1779.01,Increase the cost of it a lot.,0.6549
351,1779.25,1781.49,"Yeah, but the question is, what are we using it?",0.785
352,1781.53,1783.17,What would we achieve from it?,0.8737
353,1783.23,1786.88,"Putting in lights is cheap, but putting an LCD panel just to make it glow is a bit more.",0.5668
354,1786.9,1789.18,"When you just mentioned LCD, I was thinking, I wonder what that would be about.",0.379
355,1789.52,1794.85,And the thing I could see it helping with would be if it was somehow connected with listings.,0.8147
356,1794.87,1802.22,"So as you scroll through, because we said we might have a jog dial, as you scroll through your stations, you actually tells you what it is.",0.8078
357,1802.2,1806.62,I think that will be a problem because we don't have an input device to get the listings into it.,0.818
358,1806.64,1809.95,So it's a bit nuts to get the user there.,0.6484
359,1809.97,1811.81,"Monday, Tuesday, Wednesday.",0.8167
360,1811.85,1813.76,So no need for an LCD display?,0.771
361,1813.99,1819.3,"I'm not saying there's no need for an LCD display, but what would it tell the user?",0.8255
362,1819.32,1822.55,Because the LCD tends to be an output as opposed to an input.,0.6285
363,1822.57,1828.78,So does the remote control need to talk back to the user?,0.752
364,1828.76,1830.5,We have the option of the speaker as well.,0.7247
365,1830.72,1831.84,The same thing goes for the speaker.,0.8136
366,1831.86,1836.19,Is there a need for a remote control to talk back?,0.6894
367,1839.66,1841.54,I would say no need for a talk back.,0.8614
368,1841.76,1843.32,Does anybody disagree with that?,0.909
369,1844.4,1848.39,You could put a game on it.,0.6353
370,1848.41,1848.51,Easy.,0.001
371,1848.53,1850.75,"When the TV dies, you can play with the remote control.",0.703
372,1852.09,1852.29,OK.,0.571
373,1852.75,1857.52,"Right, so you're going to have the three different sets of functionalities.",0.5167
374,1858.2,1863.22,"I mean, do you want to group them into head of the snowman, body of the snowman, inside of the snowman?",0.6478
