segment_id,start,end,transcript,asr_confidence
106,435.43,439.68,"As long as the voice recognition stuff works, that's fine.",0.8118
107,439.66,440.78,So we had the free birds.,0.8002
108,440.82,443.48,We have the design bit.,0.8628
109,443.5,445.69,"We have the fancy bit, right?",0.8983
110,445.71,447.11,The voice recognition is fancy.,0.6558
111,447.13,447.65,It's cool.,0.6575
112,447.91,448.53,It's different.,0.896
113,448.69,449.33,It's radical.,0.8575
114,450.77,452.01,And then we have an extra bit.,0.932
115,452.48,453.06,I don't remember.,0.6623
116,455.04,456.78,So I'm pretty sure people will buy the remote.,0.831
117,457.08,460.91,But is it practical to have a voice recognition system in a remote control?,0.7726
118,460.93,462.05,I think it's a big question.,0.8238
119,463.49,464.55,Will people,0.814
120,464.53,469.7,Will people be willing to wait for the period that it will take to train the remote?,0.7588
121,470.04,470.84,Because I think it will.,0.8946
122,471.48,474.67,The remote will get better over time with the same user.,0.8553
123,475.93,482.52,"But for the first week or the first two weeks, are you willing to have a bad remote control?",0.8547
124,482.5,485.05,And what if you have visitors come around?,0.9054
125,485.63,486.23,They stay the night.,0.7255
126,486.25,487.23,They want to use the TV.,0.7128
127,487.33,490.24,They can't use the remote because they speak differently to you.,0.7551
128,491.18,493.72,How do you account for regional accents and stuff like that?,0.9097
129,495.96,497.56,Will people return the remote control?,0.7227
130,497.62,500.91,I think a lot of young people will buy the remote control if they have the money.,0.7692
131,501.01,502.97,So do our audience have the money?,0.6994
132,503.45,508.14,But will they return it after a while because it's not as fast as pressing the button?,0.7163
133,508.12,509.02,That's not a practical.,0.8552
134,509.28,513.33,"So, if you use the things I think we should consider, I think it's cool.",0.6687
135,513.59,515.29,"If you could speed it up a bit, yeah.",0.3691
136,515.31,515.67,I'm sorry?,0.268
137,515.69,517.28,"If you could speed it up a bit, please.",0.5488
138,517.42,518.5,"Sure, I'm about there.",0.7435
139,518.76,523.17,"I think it's cool, but there are definitely some considerations.",0.7757
140,524.09,526.97,"Okay, excellent, right.",0.7823
141,529.21,533.38,"hear from the user interface designer now, I think might be an idea.",0.6487
142,533.46,537.53,OK. You've got your presentation now.,0.765
143,537.83,538.43,Is it on the?,0.3735
144,538.45,539.49,It's in the whole.,0.601
145,539.59,540.21,Is it?,0.4355
146,540.25,540.31,OK.,0.657
147,540.35,543.01,There was a website.,0.5705
148,544.96,546.16,Right here.,0.3195
149,546.18,546.92,Technical functions.,0.79
150,548.6,550.05,I started making stuff up.,0.7022
151,550.09,551.19,"I got an email saying,",0.5332
152,556.3,557.58,OK. OK.,0.436
153,557.6,562.33,This is a brief run through of the technical functions of the remote.,0.751
154,564.25,575.41,"The presentation is already slightly obsolete because I had in mind something that would be aimed at controlling multiple devices, but there's still stuff of relevance.",0.8787
155,575.57,576.86,OK.,0.627
156,576.84,577.46,press on.,0.8625
157,578.08,599.0,I've looked at a couple of other remote control models just for an idea of basic design principles and wasn't really satisfied by what I saw have to say so this is more sort of springboard for how these could be improved on.,0.7958
158,600.0,609.88,"I'm basically the job of the device is to send commands to an appliance, in this case the television set, to say you're getting off your backside.",0.8365
159,610.74,616.67,And there's two main trends in the design practice.,0.8311
160,616.69,623.08,"On the one hand, this particularly relates to sort of earliest models where with, you know,",0.6723
161,623.06,627.08,So many buttons on this about the size of the television set.,0.8166
162,627.68,638.04,"Every possible function that the device has, the remote control controls, and most of these functions are not going to be used.",0.8096
163,638.06,641.98,It creates a rather user unfriendly interface.,0.8199
164,642.54,650.4,"On the other hand, there's a user-focused approach that pairs things down to just what is most likely to get used.",0.7082
165,651.74,657.17,"And of course there is a certain amount of loss of function here, obviously.",0.79
166,657.47,661.09,But mostly that's relatively peripheral functions.,0.7698
167,661.11,663.65,And so you go for something that's fairly intuitive to use.,0.6876
168,664.53,671.64,"And for the most part, for TV remote, that would be channel control and volume.",0.7271
169,672.36,680.79,And if you are wanting to incorporate control of a DVD or,0.6699
170,680.77,693.8,We should definitely be going for a user-focused design.,0.7814
171,696.09,703.32,But I think the problem with a lot of user-focused designs that are about is that,0.7628
172,703.3,713.53,they make assumptions in advance about what a given user is going to want to do most.,0.809
173,714.23,729.61,"So something that is more programmable that perhaps has the full range of functions available to it, but you can then specify yourself what you're most likely to want.",0.8267
174,730.58,736.05,So those are then immediately accessible through a fairly minimal number of controls.,0.7838
175,737.05,743.62,I liked Ebenezer's idea of including a joystick in that and possibly a fairly minimal number of function buttons.,0.7759
176,745.54,748.18,You then have some sort of basic display on it.,0.871
177,748.2,757.75,"So if you're changing between different modes for the device, it'll tell you just exactly what in each direction of the",0.8008
178,760.33,765.08,of the joysticks that you're going to do or what each function button is going to do.,0.7133
179,766.58,784.98,"This is actually, again, slightly taking inspiration off of games controllers in the PlayStation controller where you have four basic function buttons that are just marked with distinctive geometrical shapes and then dependent on what you're doing with it, what game in this case.",0.7571
180,784.96,790.84,"Those functions are then sort of further specified, so it's taking the lead from that.",0.6543
181,792.51,795.07,"Okay, yep.",0.6125
182,795.09,796.19,Right.,0.582
183,798.05,801.26,If we could hear from our industrial engineer or designer.,0.799
184,802.16,805.97,I'm still working on stuff I haven't got it finished.,0.4703
185,807.11,809.9,Where do I have to save?,0.6587
186,810.24,816.37,"If you look on the desktop, you'll find that there's a link to the project folder or project documents.",0.7843
187,816.63,825.79,"If you save it in there, we can open it up from here.",0.7702
188,843.19,857.06,"Are you finding it okay, or?",0.6738
189,857.88,859.31,I'm just after closing it now.,0.341
190,859.33,861.29,I don't know where I saved it.,0.5964
191,861.31,865.11,"Oh, like if you go to one, whichever one you want.",0.6166
192,865.15,866.91,"Yeah, it does a dare, yeah.",0.4915
193,866.93,867.91,"Yeah, and you just go file save as.",0.1669
194,876.45,879.85,"So, okay.",0.649
195,886.27,888.96,I'm responsible for a working design.,0.7912
196,889.82,896.06,This is basically the inside going on of the remote control.,0.7308
197,896.08,897.14,So you have the energy source.,0.7843
198,897.89,898.87,You have the user interface.,0.8618
199,899.11,900.57,This is what I've seen.,0.8868
200,901.09,903.47,The sender will push the button.,0.6868
201,903.99,904.93,The chip will respond.,0.864
202,906.14,910.22,And then the digital signal is sent to the TV.,0.8353
203,911.94,918.69,"If you go to the next slide, you'll see what do we need on the user interface.",0.7765
204,918.71,920.89,Do we need many buttons?,0.9012
205,921.69,928.52,Or do we need many light bulbs that could be easier to realize which appliances are on or not?,0.8113
206,930.42,931.56,Or would that take too much power?,0.6821
207,931.76,938.27,Would we need more components in there to supply the power?,0.7711
208,938.25,953.25,The joystick is another thing if we're gonna add that and there'll be more components to deal with that So we need to I don't know exactly what,0.7546
209,955.75,960.9,That's the design of the layout of the electronic design.,0.8863
210,961.42,966.11,"But obviously, there'll be more details once we decide what we're putting on the user interface.",0.6626
211,967.27,969.76,"So that will be decided, I guess.",0.8099
212,972.4,975.19,In the next slide.,0.8468
213,977.06,982.28,"If you go to the next slide then, I just used T. It was a mess.",0.6818
214,982.61,985.39,"I was just putting, I think it's a gather at the end there.",0.7193
215,985.65,986.89,"Don't worry about it, Tom.",0.5296
216,988.19,994.76,So you have the energy source obviously connected to the chip and the user interface obviously contains everything.,0.7204
217,995.12,997.22,"You have the switch, turn it on, infrared bulb.",0.7468
218,999.14,1007.07,"We'll contact the TV and we'll have whatever device or DVD player the bulb will turn on, say it's on.",0.7892
219,1007.05,1013.28,"So do we need, on the control, different buttons to decide our different light bulbs?",0.7889
220,1013.54,1014.16,Would it be easier?,0.566
221,1016.32,1017.62,"I don't know, we should decide on that.",0.7234
222,1018.44,1020.37,"Okay, well, I'll try.",0.7125
223,1020.4,1027.43,I'm interrupting you.,0.6313
224,1031.9,1033.29,We can probably skip that for now.,0.6619
225,1034.01,1040.62,"So we've had some stuff put forward, along with the new user requirements.",0.8475
226,1046.13,1049.76,"We've had a lot of input, I'd say, so far.",0.7653
227,1051.14,1056.53,I hear what the marketing experts saying about voice-activated control.,0.8591
228,1057.15,1059.13,"However, I've got a couple of worries about that.",0.8533
229,1060.71,1069.53,"The power required and the ability to cost, it seems like for an embedded system this could cause us issues.",0.7763
230,1071.71,1078.48,"For example, you see that there's fairly robust services on computers via voice, IBM do.",0.8768
231,1078.46,1087.24,but these require a lot of memory and usually state quite advanced processor requirements.,0.8002
232,1089.72,1101.79,"Voice activation could be an interesting idea, but I think that our industrial designer would probably, upon some research, say that it's maybe not feasible.",0.7903
233,1101.77,1111.91,That's just my view right now however the idea of a joystick and then maybe an LCD which has been kind of put forward so far It's almost like having a small,0.8581
234,1113.65,1123.82,"I'm not TV to say, but if you can control almost all of the functionality from the display, I don't know how much power an LCD would take, but it might be quite low.",0.828
235,1124.62,1130.59,"LCD under a mouth just telling you what's on, or interactive LCD.",0.6312
236,1130.67,1138.2,If you can imagine a display maybe slightly larger than those on a mobile phone.,0.8339
237,1138.18,1163.19,Something where you can read a fair amount of information traverse maybe quite a few menus if we maybe use the mobile phones as a good example They usually incorporate they have the keypad and then ever all the other functionality is usually associated inside of a traversing around that could be one possibility and Then we could have like say the common buttons as you say volume control changing channels and,0.8093
238,1163.33,1171.96,I think the remote and the sort of default functions for the joystick could be up and down for volume left and right for channels.,0.7672
239,1173.42,1182.8,Do you think that people get mixed up like they'd be looking at this screen and that screen and you know trying to get everything working would be a bit confusing?,0.7097
240,1183.1,1187.67,I think probably for the first couple of hours of using it.,0.8739
241,1189.49,1191.8,But muscle memory is a wonderful thing.,0.8579
242,1191.86,1201.75,I think that size of display was about what I had in mind.,0.8576
243,1201.73,1207.2,"I mean, I would say that we would probably be required to...",0.6515
244,1208.7,1212.19,Most of the mobile phone displays you see these days are color books.,0.7226
245,1212.21,1214.89,You're probably trying to stick to black and white.,0.6804
246,1215.25,1217.56,Simply to keep the unit cost down.,0.7606
247,1218.34,1226.83,"I mean, color could be a sort of subsequent development that costs a bit of extra money.",0.7213
248,1226.81,1231.84,"Once everyone's got the first, you know, colors out, we'll have to replace all units.",0.5497
249,1231.86,1232.99,It does nothing extra.,0.7618
250,1233.46,1234.9,That would be my feeling as well.,0.8786
251,1234.94,1238.08,I think we could possibly create quite a useful user interface.,0.6927
252,1239.37,1241.07,"Now, I mean, I don't, sorry, go for it.",0.4383
253,1241.77,1249.76,"The idea of a remote with a menu and the joystick, I think, like, if I was in a habit of buying remote controls, then I would want one.",0.7863
254,1250.56,1254.32,"But I think we don't have a specific audience, you know?",0.8551
255,1254.74,1256.49,"Like, what does our target audience want?",0.6974
256,1256.51,1259.95,"Neesh, are we trying to mark it in corner?",0.6874
257,1260.41,1262.23,You know what I'm saying?,0.5912
258,1262.21,1263.69,For whom is this intended?,0.8146
259,1263.73,1264.65,Everybody?,0.829
260,1268.59,1272.46,I think it could probably be aimed at most people who've used a mobile.,0.8276
261,1273.46,1276.44,And that might be just another way of saying trying to target most people.,0.8274
262,1278.68,1287.61,"If we were to follow that avenue, we might be, you know, we're kind of almost relying on their experience with a mobile phone, I suppose.",0.8244
263,1288.29,1291.56,But that does cover a very large section of the people out there.,0.8281
264,1291.68,1292.04,Sure.,0.623
265,1292.06,1294.38,I think that's fair.,0.3605
266,1294.36,1309.67,I mean I imagine as well that the actual LCD and maybe to a certain extent the joystick as well would be for the additional functionality which maybe doesn't get used as often maybe it makes it easy for them to figure out how to,0.8393
267,1309.65,1314.14,change the channels as in the frequencies and such for reprogramming it.,0.8813
268,1314.16,1318.99,And you can still have the main buttons that allow people to turn the machine on and off.,0.8129
269,1320.49,1322.05,"Up and down, it depends.",0.8588
270,1322.13,1330.21,"Maybe we have the joystick as a separate one for the other functions and there's just a small number of, as you were saying,",0.8304
271,1330.19,1357.39,buttons have already been defined so like we go for the nice standard up and down for volume control so that literally anybody can come along pick up the remote and still know what to do and they can completely ignore most of the functionality which would be through the actual owner of the TV and who would normally use the unit the thing about the,0.8024
272,1360.11,1375.09,"The joystick is that you then basically, you can then basically put it, I mean, for a TV remote alone, you could put, I mean, like I said, the main things people do with a TV remote is the volume of the channel.",0.7519
273,1375.79,1378.31,You can pack all that onto a single control.,0.9033
274,1381.08,1385.08,"But then obviously,",0.858
275,1386.4,1391.72,"If you wanted to access further functions, you then get sort of menu navigation.",0.8082
276,1392.3,1406.12,"With things like tuning in channels, adjusting brightness and fiddly things that no one really bothers with, most TVs these days actually have menus anyway.",0.8325
277,1406.94,1410.46,So this would be a fairly rational way of integrating,0.7971
278,1410.44,1416.56,integrating the remote with the device is controlling.,0.932
279,1417.84,1420.44,Which I do have a bit of a concern about our market.,0.488
280,1424.0,1432.88,Most of the replacement remote market is remote control rationalization.,0.8569
281,1434.18,1438.38,You've got 20 different devices in your living room.,0.5808
282,1441.03,1443.59,You want one that will do the job of all of them.,0.8108
283,1443.57,1454.02,"If all you're replacing is one of the however many remotes you have in your living room, you still need separate remotes for everything else.",0.8116
284,1454.44,1458.76,"I just think that... Well, this is a requirement that we have to stick to, I'm afraid.",0.8146
285,1458.84,1461.43,This isn't one that I've just arbitrarily decided on.,0.8596
286,1462.27,1469.69,"So, this is one of the solid ones that has to be obeyed for now.",0.8469
287,1469.67,1476.33,So I can understand your point and I would agree with you but this is our design spec for now.,0.8697
288,1477.91,1478.36,Great to say.,0.8723
289,1482.25,1487.28,Would that include access to say interactive functions on digital or cable?,0.878
290,1487.43,1487.77,Yeah.,0.441
291,1489.61,1495.92,I would say so yes because then we have to be able to control the remote boxes and that is a separate unit.,0.7614
292,1497.96,1502.33,I think that I would say that the design spec we've been laid with is for the television only for now.,0.8302
293,1503.07,1505.53,And until we hear otherwise we should go with just that.,0.7852
294,1505.59,1506.81,"OK, specifically television.",0.321
295,1506.83,1508.33,"OK, maybe we'll hear differently.",0.6944
296,1509.47,1513.62,So the joystick is just for differentness.,0.6486
297,1514.34,1517.77,It would ease manipulation of certain functions.,0.7707
298,1520.52,1526.01,Maybe then our market should be TV manufacturers rather than the public.,0.7413
299,1527.71,1530.04,Try and sell it to them to supply with.,0.792
300,1531.81,1533.45,"And there is that possibility, yes.",0.7123
301,1534.15,1543.39,"However, I don't know exactly where we'll be going with that, but it might not even be the avenue to marketing expert that might be sales who are not in this meeting.",0.7401
302,1543.83,1554.22,"It's just the way I figure, 12.5 euros per unit, we have to sell at least like three million or something like that.",0.7322
303,1554.2,1558.99,not to account for the money we waste in remotes that no one buys.,0.8301
304,1559.38,1564.97,"Like if we made the February remote, we made someone board it.",0.8162
305,1565.35,1567.74,We have to set a lot of remote controls.,0.9182
306,1569.49,1571.37,Is this going to be enough to sell?,0.6511
307,1572.85,1579.44,"Well, something else that you brought up was the ability to lose a remote, which, as you said, you've done that.",0.8335
308,1579.5,1580.46,We've probably all done.,0.9537
309,1581.68,1583.88,I don't know if it's a gimmick or not.,0.7806
310,1584.04,1590.07,"But have any of you ever seen those odd little key rings where if you whistle, it will beep and you tell you where it is?",0.7975
311,1590.37,1597.45,"I had one of those and my brother or my dad could have beat me up because it went off all the time, accidentally.",0.7581
312,1597.43,1600.29,"Well, the other option, of course, is that- The clapping one.",0.778
313,1600.31,1603.41,"V, I was going to say clapping.",0.7027
314,1605.96,1623.25,"digital telephones, for example one unit has, of course you have to have that base unit somewhere where there's a button, but maybe it's a button that you attach to the TV, something which when you press that it would beep to give its location away on the remote unit.",0.8615
315,1624.17,1627.78,That could be something that could separate us a bit.,0.6076
316,1627.76,1646.7,and that way because we're attaching what would be a small button to the TV again say what would be a small transmitter watch battery type scenario I'd say or something that if it was problems enough you could actually even just,0.7955
317,1646.68,1648.68,"I don't know, power and elsewhere.",0.6513
318,1649.06,1650.66,That might be something that we could look into.,0.8244
319,1652.3,1652.98,Yeah.,0.627
320,1653.78,1655.11,It's putting a lot on your shoulders there.,0.5504
321,1655.18,1658.19,"So, I mean, that could be something that separates us a bit from Mark as well.",0.7268
322,1658.51,1661.25,"I think so, yeah.",0.242
323,1661.27,1668.68,"So, to go on from here, we have to decide exactly what we're going to do with the remote.",0.8306
324,1668.7,1672.98,"Before we leave this meeting, it'd be best to say, this is what we're going, this is the design we're going to try and get.",0.7789
325,1673.02,1675.28,This is how we're going to make ourselves look unique.,0.7951
326,1678.59,1696.26,"Do we go for a small joystick that would operate, say changing channels, up and down, and then another button that would say that it's now being used to maneuver around the LCD?",0.8024
327,1697.64,1701.71,Or do you think volume should be important in the joystick?,0.5769
328,1702.11,1707.03,We could use save the left and right for changing channels and the up and down for volume.,0.732
329,1708.16,1713.18,We have a frequency of how what people use the remote control for most.,0.8119
330,1713.16,1735.51,okay power is used like once per hour channel selection is used 168 per hour that's by far the biggest one and then tele-text is still here that's 14 and volume selection volume selection okay yep the tele-text we're gambling with and we're gonna say it's dead okay okay wave the dodo,0.6789
331,1735.49,1736.45,Yeah.,0.555
332,1737.21,1749.33,"So we could maybe even go as far as saying power button, small joystick, LCD, and then maybe one more button to save it.",0.8103
333,1749.35,1754.8,You're using the menu system and the possibility of pushing down on the joystick to say OK.,0.7938
334,1756.22,1759.36,"So we're having very, very few buttons involved.",0.8964
335,1760.28,1763.49,So navigation around a menu for most things.,0.9026
336,1763.47,1773.58,"Actually I would say two function buttons, they were now using the menus button and an OK button.",0.8197
337,1773.7,1790.74,Something I found with the joysticks on mobile phones is that a lot of the time the device mistakes you trying to move it in one direction or the other for pushing down for OK. OK. And that's really irritating.,0.8095
338,1790.72,1799.32,The other design constraint I think we should bear in mind is that people are very much used to using a remote control one-handedly.,0.7452
339,1800.5,1808.93,"So we need to make sure that even with the joystick, something that can just sit comfortably in the palm of the hand and have the joystick just controlled by the thumb.",0.8355
340,1809.55,1809.95,OK.,0.773
341,1811.4,1815.43,So I'd say that sounds like a rough idea.,0.6703
342,1815.74,1821.23,Do we incorporate the idea of trying to locate the remote control again via a beeping noise?,0.9168
343,1822.04,1822.92,"Yeah, I think so.",0.4517
344,1823.58,1830.99,"I think because it's so small, it might be, I mean, if we only have like two or three buttons, it might be essential to have that.",0.7107
345,1831.11,1831.91,To locate it again?,0.6207
346,1831.93,1832.23,Yeah.,0.575
347,1833.57,1840.32,"So that would require a transmitter, maybe attached to the TV, just so that he says, find me.",0.7936
348,1841.26,1848.11,And basically a small microphone on the actual unit can maybe hide it in the base.,0.6747
349,1848.13,1848.91,"The light bulb as well, though.",0.3175
350,1849.29,1849.87,Sorry?,0.685
351,1850.03,1850.95,"So small speaker, you mean?",0.4392
352,1850.93,1852.25,"Speaker, sorry, yeah.",0.6323
353,1852.88,1853.86,"And a light bulb, no.",0.4526
354,1854.2,1856.14,"To flash, no.",0.8283
355,1856.76,1859.97,Now you'd see it anyway if you hear it.,0.6482
356,1859.99,1861.97,We might be better with the sound possibly.,0.8566
357,1862.01,1864.45,Those little key rings have both.,0.6697
358,1865.1,1870.26,"In true fact, considering the cost of an LED, we could just incorporate it anyway.",0.7582
359,1870.42,1872.37,The LEDs can be surprisingly bright now.,0.7823
360,1872.89,1873.03,Yeah.,0.419
361,1874.05,1875.19,The new ones particularly.,0.4898
362,1875.45,1877.17,Plus that's a nice we designed.,0.637
363,1877.22,1885.48,"So by the sense of it, with what we're suggesting so far, your design, the user interface is still quite open.",0.8391
364,1885.52,1894.05,"You could go for quite an interesting design because we're only going to have a very few key, and you've got, you know, a small LCD joystick.",0.7502
365,1894.03,1899.76,"I think it leaves you open to a potential wide range of shapes, something that can make it stand out slightly.",0.8778
366,1899.82,1914.92,"If you could look into what we've suggested so far, the feasibility of a small transmitter and such, maybe if an LCD screen requires too much power or such.",0.8372
367,1916.68,1917.26,Every user?,0.566
368,1918.12,1920.24,Mark and Jackie expert?,0.586
369,1920.64,1925.83,"Well, I can give you the frequency, what options people use most often.",0.9023
370,1925.85,1930.7,"I guess that's going to be important in defining the software side of the interface, right?",0.7172
371,1931.31,1932.63,You want the software to have more...,0.5056
372,1932.61,1944.75,"if you could maybe as well see what people think about the idea of this minimalist approach that we've taken, where of a joystick to control the very basic functions, and then the idea of manipulating it like you would a mobile.",0.858
373,1945.33,1949.17,"I don't know how easy that will be within the time frame, but could be something we could maybe look into.",0.8623
374,1949.41,1950.63,Okay.,0.36
375,1952.68,1955.36,Any last comments that anybody would like to put forward?,0.781
376,1955.4,1956.94,Anything that they think has been missed out?,0.5519
377,1958.51,1960.15,"Bit of a wide open question there, of course.",0.8918
378,1963.17,1972.12,Feel free to email me if you think that we've screwed something up and want to get it rectified as soon as possible.,0.7654
379,1975.83,1980.0,"So I should just look at the speaker, about the speaker and an LED.",0.7725
380,1981.0,1985.01,Speaker and LED for locating.,0.5462
381,1985.09,1998.57,Transmitter when we thought about that If we do end up trying to market this to television manufacturers then the Transmitter could actually be built into the television,0.7745
382,1999.55,2001.49,"First, negating the external power source.",0.685
383,2001.67,2002.35,That's quite true.,0.474
384,2004.48,2010.73,"And something that we can easily be adopted at the last minute as well, I'd say.",0.797
385,2010.75,2014.11,The electronics can be either placed externally or internally.,0.8674
386,2014.61,2018.08,"It makes no difference to the final product of the actual remote control, so that's good.",0.7122
