segment_id,start,end,transcript,asr_confidence
176,1105.05,1109.28,"But whether or not, because we'd have it in two separate units,",0.8851
177,1111.22,1134.07,so for the flip phone yeah and second question is like mobile you can change the cover yeah skin or whatever so in this case if you're looking at like a customer can change the color like from green parrot green to chili red or something like that yeah so is that feature available in like titanium or it's like only specific to yeah in in titanium i don't i don't think it would be available at all really the just,0.6797
178,1134.05,1144.71,"Well, you could make it available in the titanium, it's just it would be so expensive to buy a new case for it because of the expense of how much titanium is.",0.8536
179,1145.43,1151.14,It's light and strong but I think it should be left for aircraft design rather than for,0.8799
180,1152.07,1153.53,"It does mark quite easily, too.",0.6822
181,1153.59,1156.53,"If you let it fall, I've got a mobile phone myself, which is titanium.",0.7594
182,1156.57,1158.8,And it does mark very easily if you drop it.,0.7044
183,1159.48,1166.36,"I was just wondering if we make the basic mold out of plastic, but have like a rubber cover that comes over that would give the spongy feel.",0.7902
184,1166.66,1168.83,That also allows us to kind of have different functions.,0.7559
185,1168.85,1170.13,"And you can peel them off, yeah.",0.5103
186,1170.15,1175.99,"So instead of the fascia that comes off being plastic, the fascia that comes off would be the rubber most.",0.6222
187,1176.33,1181.64,Like those pens that you get with a grip that you can pull that off.,0.6815
188,1181.62,1183.97,It would be comfortable to hold on also.,0.5635
189,1184.69,1188.34,Very cheap way of changing the look of it and people can just buy a new one if they want to.,0.6895
190,1188.83,1193.28,Well that's been really popular with mobile phones so I don't see why not.,0.7648
191,1193.72,1203.59,"Also, just going back to the interface designs with the buttons, we were planning to do some sort of touch screen.",0.8262
192,1204.91,1211.96,"Now what I was saying before about, instead of having, you could have just a bare PCB circuit board.",0.8096
193,1212.86,1215.58,And I'm sure you could probably get it in different colors.,0.8301
194,1215.74,1220.7,"And so just by touching it with your finger, it would make the connection.",0.7543
195,1220.68,1222.65,over if you had them close enough.,0.8167
196,1222.69,1224.07,That would be one option.,0.8042
197,1225.45,1237.74,"The second option, they offer rubber buttons, but I thought that an LCD type of screen, because one, they're incredibly thin and don't take up much space.",0.8382
198,1238.41,1244.05,"Two, you can have them in a sort of a rain.",0.9273
199,1244.09,1249.78,You could arrange the buttons on the screen in a sort of sat thing and you could have them like a touch.,0.8486
200,1249.76,1258.83,I didn't get the meaning of it completely.,0.7023
201,1259.31,1263.48,"On the LCD screen, you could fit it.",0.8406
202,1263.5,1269.63,"The problem with it, basically, is that it's flat and so you can't do lots of curve things with it.",0.8468
203,1272.41,1276.78,"With the LCD, you'd have the wires coming off.",0.7239
204,1276.8,1279.36,You wouldn't have that with the,0.8367
205,1279.34,1283.83,"With the LCD, you'd only have that with the printed circuit board.",0.8273
206,1285.15,1286.79,I'm sorry to interrupt.,0.456
207,1286.83,1288.77,I don't see why the curved thing is a problem.,0.8498
208,1288.85,1293.96,"If we, for example, had a shell, once we open that, it could have a flat screen inside.",0.6833
209,1294.16,1299.07,But I'm just wondering whether we want an LCD screen inside.,0.7481
210,1299.17,1300.79,It wouldn't be like full colour.,0.832
211,1300.97,1302.21,It would just be black and white.,0.8306
212,1303.17,1305.3,But there'd be touch buttons.,0.8726
213,1305.84,1307.24,They wouldn't be pressing down on them.,0.8141
214,1308.06,1312.29,"Or we could have rubber buttons, which are made of this material, which is anti-RSI.",0.797
215,1312.27,1317.7,I think it would be good to have a contrast between if the whole thing is going to be this rubber thing.,0.7152
216,1317.74,1321.99,It would be good to open it up and see something quite fancy looking inside.,0.8161
217,1322.49,1324.75,Now how would you distinguish if you had a bear?,0.8747
218,1324.81,1327.14,How'd you distinguish where you had to press?,0.8384
219,1327.18,1327.66,I mean,0.649
220,1328.38,1330.44,"Yeah, I hadn't really thought of that.",0.5813
221,1330.7,1345.04,"Yeah, you could have some sort of stylist that you could pull out, but...",0.4893
222,1345.02,1349.07,I think they could get a bit easily lost.,0.699
223,1349.61,1350.43,Yeah.,0.618
224,1350.45,1352.49,They're easy to replace as well.,0.5127
225,1352.55,1360.24,"A person who switches channels very often or does use a particular function very often, he'll find it very irritating to use early, you know?",0.6725
226,1360.26,1360.54,Yeah.,0.692
227,1361.06,1367.49,And he might spoil your touchpad very fast compared to a button like if you keep punching with a point or whatever.,0.7349
228,1367.81,1368.49,"Yeah, okay.",0.4135
229,1368.59,1369.23,Just a thought.,0.525
230,1369.25,1371.86,"They wouldn't actually need one and they could use anything they've got, couldn't they?",0.7186
231,1371.9,1372.7,A pencil or a pen?,0.5942
232,1373.08,1374.08,So they wouldn't really need a,0.6927
233,1374.35,1375.81,"Okay, we'll talk about that.",0.8762
234,1376.15,1378.74,"So if you finish here, and come back to that.",0.701
235,1378.76,1380.82,"Yeah, that that's the end of it.",0.7433
236,1381.3,1384.47,Before like you're this thing regarding the circuit since we have having a flip top.,0.7766
237,1385.15,1389.26,"Yeah, customize the two circuits for different type of buttons like we are keeping the standard buttons on the top.",0.7368
238,1390.24,1393.18,"Oh, yeah, complex buttons and other things so we can divide the circuit like you know,",0.5684
239,1393.62,1395.62,"Yeah, yeah, that would be fairly simple.",0.7747
240,1395.74,1406.34,"I mean, you'd actually have two separate, you'd have two separate circuit boards, but they'd be joined by wires or like some cabling between them.",0.8162
241,1407.44,1411.11,Because in the actual flip that you'd have some linking.,0.8482
242,1413.26,1414.29,I just raised another point.,0.767
243,1414.31,1418.48,"Well, it kind of applies to both our designers here, because I'm not sure how it would fit in.",0.5839
244,1419.14,1427.16,"If we flip open, now you know how you've got some mirrors in nightclubs that are mirrors when you turn to them and you turn away and it gives like an advertising display?",0.8662
245,1427.22,1428.82,Have you seen those?,0.6575
246,1428.8,1431.05,and they kind of respond to the turn of your body.,0.8593
247,1431.47,1441.05,"Is it possible that when we open our flip top shell, it's a little compact mirror, and when you press a button it then goes on to the phone display, the remote control display thing?",0.8431
248,1441.69,1444.83,We are marketing to guys as much as we are to women.,0.7947
249,1445.39,1447.8,They don't look at themselves?,0.8634
250,1447.82,1448.5,Just a thought.,0.6437
251,1448.75,1449.93,"Well, it's remote control.",0.6995
252,1449.95,1451.08,You were sitting watching TV.,0.9168
253,1451.15,1451.5,Yeah.,0.618
254,1451.62,1453.4,Are you going to want to sort of open it and see?,0.6032
255,1453.5,1454.24,I know what you mean.,0.8184
256,1454.36,1460.96,"So without using the ideas from mobile phones, I've kind of got sidetracked onto that, I think.",0.6095
257,1461.18,1464.65,OK. We're just trying to think of other features we can build in that wouldn't cost too much.,0.7192
258,1464.73,1466.09,But we'll maybe leave that one on the side.,0.6566
259,1466.43,1468.21,Yeah.,0.732
260,1468.23,1468.29,OK.,0.333
261,1469.34,1478.37,"I mean you can, you could do it, you could have a, because if you just put the full charge through an LCD display or completely blank it out.",0.8553
262,1479.26,1481.36,But I don't know if you could get any mirror effect on it.,0.7379
263,1481.38,1489.03,"I think we'll forget about the mirror, that was just a very quick passing thought.",0.4475
264,1489.01,1491.66,I would like to share something which I did here.,0.7811
265,1492.46,1503.02,"First thing is basically on design, we just took the input from the previous meeting, especially from the marketing and industrial design to check on the customer needs and feasibility.",0.815
266,1503.04,1504.44,Second is we checked into competitors.,0.5868
267,1504.46,1507.77,The picture here shows what are the standard models offered by competitors here.,0.6589
268,1507.74,1526.56,So you generally see there's not much of variety and like marketing team said people need trendy they are bored of black and white So you generally see rectangular shape very monotonous kind of designs here and Second thing is there's too much of confusion here.,0.7942
269,1527.57,1529.13,No particular remote is standard,0.7772
270,1531.17,1534.93,like some people have here.,0.8804
271,1535.27,1535.71,You see this?,0.98
272,1536.06,1543.05,"This is all, I found that the only common feature is the channel control and the volume control.",0.7544
273,1543.07,1549.16,"Rest other buttons, they are in a very disorganized and they are not consistent with other models and all.",0.8248
274,1549.14,1557.37,"Okay, and second, as already discussed with William, we are going to have maybe a GUI interface in the middle of the flip top.",0.7807
275,1557.63,1558.81,"Sorry, what does that mean?",0.3878
276,1558.83,1564.5,"Graphic user interface, basically, which is what we do in computer, have icons or touchpad or whatever.",0.7256
277,1564.76,1568.46,"Yeah, if you have buttons that appear on the screen in this LCD screen.",0.6786
278,1568.85,1576.38,"like you have on all icons are something you have is a good example of GUI, Graphic User Interface.",0.7146
279,1576.4,1583.65,"So basically, a person need not point or click or press any particular device, he just has to click on that particular icon to simplify.",0.7036
280,1584.47,1590.98,"And on the top, repetitive buttons which are like volume or channel changing and all could be on the pointing device.",0.8055
281,1591.0,1592.06,That means user button.,0.8003
282,1592.92,1598.11,So he need not use a pointer to keep changing the channel if a person is frequent server.,0.7447
283,1598.09,1600.6,So we are having a combination of both.,0.6764
284,1600.84,1607.6,"So on the simpler board on the top, we have this button, rubber buttons to keep frequently changing the channels.",0.8216
285,1609.51,1610.55,Can we swap that round?,0.8538
286,1610.73,1614.21,So the ones that we use all the time are on the bottom part?,0.8135
287,1615.51,1623.34,"In fact, if you're thinking about holding it, you would be using your thumbs to press, just like a mobile phone.",0.7462
288,1623.36,1624.94,"No, you'd flip it open and you'd be",0.7071
289,1627.0,1627.44,Wouldn't you?,0.949
290,1627.52,1628.24,Isn't that the idea?,0.8213
291,1628.28,1636.39,"If we just use the shell as an example again, you open that, you've got your LCD display there, and you've got the buttons there, so you're holding it in the palm of your hand.",0.6956
292,1636.41,1637.19,That's what I was just saying.,0.0895
293,1637.21,1638.47,"Yeah, but you can't do it with your thumb.",0.1017
294,1638.49,1644.36,"And then have the LCD at the top, and then be able to touch that for the other controls.",0.7524
295,1644.42,1651.39,"So have the volume and the program, things like that on the lower side.",0.8175
296,1651.47,1652.35,Perfect.,0.451
297,1655.57,1657.59,So the findings are too many cluttered buttons.,0.8624
298,1658.65,1664.04,"The repetition of certain patterns, which I already explained, example the volume and channel control buttons.",0.759
299,1664.06,1665.8,All are confusing and inconsistent.,0.8448
300,1666.24,1668.55,"Okay, we had a latest finding of voice recognition.",0.7909
301,1668.59,1674.74,There was a mail which mentions that our division has developed a new speech recognition feature.,0.8895
302,1675.64,1682.39,"We have to check into the financial feasibility, whether we can incorporate this at a low cost.",0.7988
303,1682.37,1690.44,but for like we had response from the customers that they would like to have the feature of finding it.,0.8851
304,1691.3,1692.8,"So it could be like, where is the remote?",0.7099
305,1692.96,1694.24,"And the remote answers, I am here.",0.7581
306,1695.38,1699.62,Some kind of thing or it gives a blip sound or some kind of sound.,0.8233
307,1700.25,1706.63,"And if this can be incorporated, this would be more, you can say trendy also and technologically innovative also.",0.8582
308,1708.63,1708.91,Yeah.,0.349
309,1708.98,1712.46,So we can check into the financial feasibility of incorporating this.,0.8525
310,1716.18,1722.97,"My personal preferences would be, as already highlighted by marketing department, they want something to do with fruit.",0.7881
311,1723.08,1724.98,So I wouldn't say the design should be like a fruit.,0.8509
312,1725.6,1734.03,"But yeah, we can take inspiration from fruit colors, like the vibrant colors, red, chili, tomato red, or whatever.",0.7532
313,1734.91,1738.06,And second thing is certain standard buttons we should have.,0.8599
314,1738.88,1743.0,"For example, if you see the previous slide,",0.9227
315,1743.51,1746.21,"Well, yeah.",0.5895
316,1746.23,1751.23,I think most of the users would now be well acquainted with this central pattern here.,0.8261
317,1751.26,1751.6,Yeah.,0.599
318,1751.62,1757.2,So we would not change that particular pattern because this is the most consistent thing in all remote controls.,0.8142
319,1757.54,1758.1,I can't see that.,0.7515
320,1758.12,1760.27,Is that play and stop and things?,0.5791
321,1760.29,1761.31,This is the central one.,0.5142
322,1761.33,1763.51,Is that volume and channel?,0.5478
323,1764.49,1768.72,So keep that standardized because that's the most common feature across all models.,0.8743
324,1769.58,1771.2,"If you look at all the models, it's here.",0.8491
325,1773.63,1781.58,voice recognition.,0.8735
326,1787.95,1798.42,I'm not sure how long we've got left but we need to make a decision about,0.8083
327,1801.13,1812.19,things we've discussed so we agree on do we agree on the battery kinetic kinetic yeah,0.7896
328,1813.03,1820.74,"That means that there's no function for the port, you know, that it sits in, then pressing the button, then having.",0.8028
329,1821.26,1823.92,So we could incorporate voice recognition for finding it.,0.779
330,1824.04,1826.49,It's like a gadget.,0.8028
331,1827.53,1828.83,It's a selling point.,0.789
332,1828.87,1830.25,It's quite a cool feature to have.,0.7374
333,1830.41,1838.06,"And also, if they've got these parts already in stock, then it won't be cheap to remanufacture them.",0.8225
334,1838.04,1840.72,"It will be cheap, sorry, to remanufacture.",0.7896
335,1841.62,1843.39,So do you reckon that's a good idea that?,0.7238
336,1844.31,1846.33,Where's the remote I'm here thing?,0.7492
337,1846.71,1848.99,I think that would be quite fun.,0.6497
338,1849.01,1855.16,I think the only pitfall that we would have would be how much it's going to cost.,0.8849
339,1855.5,1857.93,That means we have to cut down somewhere else.,0.9048
340,1858.35,1860.57,But I think pretty much we've,0.7883
341,1860.55,1864.93,"use cheap, relatively cheap and simple things.",0.7127
342,1865.21,1866.54,The LCD is not cheap.,0.6174
343,1866.65,1875.86,"Well, it's not as expensive as it would be if it was full color, because if it just got a black and white one, I mean, they used them in calculators.",0.6837
344,1877.57,1879.27,Maybe we could start with the black and white.,0.8627
345,1880.11,1880.35,Yeah.,0.56
346,1880.83,1881.97,That would be good.,0.602
347,1882.35,1883.23,Upgrade later on.,0.5597
348,1884.73,1886.31,We talked about kinetic charging.,0.7766
349,1886.35,1887.57,We seem to have decided on that.,0.8927
350,1887.59,1889.6,Did we decide on double or triple A batteries?,0.7276
351,1890.27,1893.93,Do you want like a backup?,0.76
352,1893.95,1898.82,"No, one of the decisions we had to make was whether we had AA batteries because they've still got to be charged this way, haven't they?",0.7195
353,1899.6,1904.97,"No, the kinetic ones come with a sort of battery that goes in the watch.",0.7087
354,1905.17,1906.21,"Right, okay, got you.",0.7065
355,1906.27,1908.31,So it's a lot smaller.,0.8022
356,1908.43,1910.98,"Got you on that, okay.",0.8226
357,1912.68,1915.08,"Okay, so we've got the battery.",0.546
358,1915.94,1920.67,"The inside components is pretty standardized across the board, isn't it?",0.8575
359,1921.35,1922.03,Yeah.,0.653
360,1922.05,1924.46,So there's not really a decision to be made there.,0.8209
361,1928.14,1931.33,"The buttons, what did you give us as a",0.9187
362,1934.72,1936.34,The bareboard LCD.,0.804
363,1936.52,1939.46,"Yeah, I think we're going for the LCD on that one.",0.7375
364,1939.98,1940.6,On the buttons.,0.9547
365,1941.48,1944.01,On the top one.,0.7468
366,1944.03,1944.81,On the top one.,0.8362
367,1944.83,1946.53,"OK, you've got the touch.",0.571
368,1946.73,1946.99,Yeah.,0.684
369,1947.71,1952.62,"OK. And then... On the bottom, we're going to have the rubber ones.",0.7255
370,1953.12,1955.12,The anti-RSI ones.,0.855
371,1956.68,1958.56,OK. OK.,0.849
372,1959.76,1962.12,"Sorry, could you repeat that last part?",0.8136
373,1962.59,1965.31,"Okay, I've got the flip screen.",0.6255
374,1965.35,1970.41,The top one is going to be the LCD and the bottom one is going to be the rubberised button.,0.7698
375,1971.69,1974.24,"No, it's fine.",0.4697
