clip_id,actor,emotion_code,emotion_4class,p_happy,p_angry,p_sad,p_neutral
02_05_01_01_01,2,5,angry,0.017969,0.973019,1.3e-05,0.008999
02_05_01_01_02,2,5,angry,0.025988,0.962318,4e-05,0.011654
02_05_01_02_01,2,5,angry,0.030959,0.96125,3.3e-05,0.007759
02_05_01_02_02,2,5,angry,0.046635,0.946327,4.3e-05,0.006995
02_05_02_01_01,2,5,angry,0.000795,0.999031,1e-06,0.000173
02_05_02_01_02,2,5,angry,0.00141,0.998445,1e-06,0.000144
02_05_02_02_01,2,5,angry,0.004344,0.995507,3e-06,0.000146
02_05_02_02_02,2,5,angry,0.001958,0.997916,1e-06,0.000125
02_06_01_01_01,2,6,neutral,0.662259,0.282659,0.01802,0.037063
02_06_01_01_02,2,6,neutral,0.609023,0.350482,0.009572,0.030924
02_06_01_02_01,2,6,neutral,0.766385,0.194936,0.00728,0.031398
02_06_01_02_02,2,6,neutral,0.811106,0.105311,0.052275,0.031308
02_06_02_01_01,2,6,neutral,0.873088,0.113774,0.006932,0.006205
02_06_02_01_02,2,6,neutral,0.724483,0.243687,0.012053,0.019777
02_06_02_02_01,2,6,neutral,0.667879,0.288931,0.015188,0.028002
02_06_02_02_02,2,6,neutral,0.707,0.206102,0.056074,0.030825
02_07_01_01_01,2,7,neutral,0.29576,0.658558,0.000754,0.044928
02_07_01_01_02,2,7,neutral,0.607318,0.249188,0.002247,0.141247
02_07_01_02_01,2,7,neutral,0.258339,0.700557,0.000828,0.040276
02_07_01_02_02,2,7,neutral,0.44054,0.492811,0.000633,0.066016
02_07_02_01_01,2,7,neutral,0.117108,0.866353,0.000289,0.01625
02_07_02_01_02,2,7,neutral,0.065692,0.927806,0.000127,0.006374
02_07_02_02_01,2,7,neutral,0.153273,0.82835,0.001308,0.017069
02_07_02_02_02,2,7,neutral,0.329635,0.661556,0.00044,0.008368
02_08_01_01_01,2,8,neutral,0.063875,0.92732,2e-05,0.008785
02_08_01_01_02,2,8,neutral,0.088356,0.891209,2.5e-05,0.02041
02_08_01_02_01,2,8,neutral,0.080096,0.896501,1.5e-05,0.023388
02_08_01_02_02,2,8,neutral,0.072845,0.897858,2.7e-05,0.029271
02_08_02_01_01,2,8,neutral,0.023173,0.975072,1.2e-05,0.001742
02_08_02_01_02,2,8,neutral,0.023011,0.973917,1e-05,0.003062
02_08_02_02_01,2,8,neutral,0.016814,0.981178,7e-06,0.002001
02_08_02_02_02,2,8,neutral,0.021528,0.975484,1.5e-05,0.002973
03_01_01_01_01,3,1,neutral,0.054493,0.600928,7.8e-05,0.344501
03_01_01_01_02,3,1,neutral,0.20609,0.402076,0.000871,0.390964
03_01_01_02_01,3,1,neutral,0.290676,0.409643,0.000175,0.299506
03_01_01_02_02,3,1,neutral,0.206311,0.278779,0.000468,0.514442
03_02_01_01_01,3,2,neutral,0.309042,0.181921,0.003618,0.505419
03_02_01_01_02,3,2,neutral,0.705658,0.063803,0.003788,0.226751
03_02_01_02_01,3,2,neutral,0.96171,0.007022,0.012101,0.019167
03_02_01_02_02,3,2,neutral,0.855996,0.102095,0.001495,0.040415
03_02_02_01_01,3,2,neutral,0.938973,0.013694,0.019274,0.028058
03_02_02_01_02,3,2,neutral,0.842155,0.067595,0.009637,0.080613
03_02_02_02_01,3,2,neutral,0.941518,0.029729,0.002943,0.025809
03_02_02_02_02,3,2,neutral,0.881784,0.069719,0.002297,0.046199
03_03_01_01_01,3,3,happy,0.974464,0.003262,0.001644,0.020631
03_03_01_01_02,3,3,happy,0.917995,0.037353,0.003489,0.041164
03_03_01_02_01,3,3,happy,0.729939,0.227349,0.0001,0.042612
03_03_01_02_02,3,3,happy,0.542385,0.369992,0.000237,0.087386
03_03_02_01_01,3,3,happy,0.878647,0.113861,0.004347,0.003145
03_03_02_01_02,3,3,happy,0.944048,0.046233,0.008899,0.00082
03_03_02_02_01,3,3,happy,0.961297,0.031383,0.007067,0.000254
03_03_02_02_02,3,3,happy,0.840194,0.144426,0.010809,0.004571
03_04_01_01_01,3,4,sad,0.880802,0.013807,0.020924,0.084467
03_04_01_01_02,3,4,sad,0.693005,0.064415,0.037315,0.205264
03_04_01_02_01,3,4,sad,0.932329,0.003719,0.041897,0.022055
03_04_01_02_02,3,4,sad,0.952684,0.002956,0.028825,0.015535
03_04_02_01_01,3,4,sad,0.996789,0.000889,0.001603,0.000719
03_04_02_01_02,3,4,sad,0.969901,0.019327,0.003324,0.007447
03_04_02_02_01,3,4,sad,0.981616,0.001561,0.016074,0.00075
03_04_02_02_02,3,4,sad,0.992449,0.002124,0.005264,0.000163
03_05_01_01_01,3,5,angry,0.318735,0.32717,0.025115,0.328981
03_05_01_01_02,3,5,angry,0.056484,0.904909,0.000272,0.038336
03_05_01_02_01,3,5,angry,0.407574,0.411905,0.002504,0.178017
03_05_01_02_02,3,5,angry,0.455698,0.496817,0.00176,0.045725
03_05_02_01_01,3,5,angry,0.07951,0.91325,6.9e-05,0.00717
03_05_02_01_02,3,5,angry,0.416439,0.574482,0.002369,0.006709
03_05_02_02_01,3,5,angry,0.115721,0.874141,0.000257,0.00988
03_05_02_02_02,3,5,angry,0.173174,0.824757,0.000656,0.001412
03_06_01_01_01,3,6,neutral,0.795098,0.046324,0.012168,0.14641
03_06_01_01_02,3,6,neutral,0.856893,0.05611,0.006056,0.080941
03_06_01_02_01,3,6,neutral,0.670791,0.045747,0.002676,0.280786
03_06_01_02_02,3,6,neutral,0.844567,0.030745,0.00187,0.122818
03_06_02_01_01,3,6,neutral,0.996469,0.001956,0.001306,0.000269
03_06_02_01_02,3,6,neutral,0.968557,0.011578,0.015235,0.00463
03_06_02_02_01,3,6,neutral,0.985555,0.002607,0.01162,0.000218
03_06_02_02_02,3,6,neutral,0.95564,0.003075,0.040244,0.001041
03_07_01_01_01,3,7,neutral,0.972315,0.01825,0.002222,0.007214
03_07_01_01_02,3,7,neutral,0.792762,0.186557,0.003591,0.01709
03_07_01_02_01,3,7,neutral,0.987342,0.006305,0.004332,0.002022
03_07_01_02_02,3,7,neutral,0.96371,0.031753,0.001497,0.00304
03_07_02_01_01,3,7,neutral,0.984687,0.004194,0.00559,0.005528
03_07_02_01_02,3,7,neutral,0.975678,0.004565,0.017603,0.002154
03_07_02_02_01,3,7,neutral,0.968424,0.029035,0.000456,0.002085
03_07_02_02_02,3,7,neutral,0.988455,0.008827,0.001098,0.001619
03_08_01_01_01,3,8,neutral,0.467244,0.317356,0.001588,0.213812
03_08_01_01_02,3,8,neutral,0.869837,0.094099,0.001792,0.034272
03_08_01_02_01,3,8,neutral,0.38476,0.36051,0.000735,0.253996
03_08_01_02_02,3,8,neutral,0.765086,0.201245,0.00125,0.032419
03_08_02_01_01,3,8,neutral,0.524165,0.459876,0.000479,0.015479
03_08_02_01_02,3,8,neutral,0.387806,0.583222,0.001452,0.027521
03_08_02_02_01,3,8,neutral,0.792518,0.202456,0.000486,0.00454
03_08_02_02_02,3,8,neutral,0.320901,0.661913,9.9e-05,0.017087
04_01_01_01_01,4,1,neutral,0.349026,0.359943,0.000708,0.290323
04_01_01_01_02,4,1,neutral,0.19797,0.683945,0.000206,0.117878
04_01_01_02_01,4,1,neutral,0.143567,0.594351,0.000268,0.261814
04_01_01_02_02,4,1,neutral,0.422002,0.234152,0.000602,0.343244
04_02_01_01_01,4,2,neutral,0.663597,0.196384,0.002553,0.137466
04_02_01_01_02,4,2,neutral,0.688867,0.188545,0.004052,0.118537
04_02_01_02_01,4,2,neutral,0.351593,0.549448,0.00642,0.092538
04_02_01_02_02,4,2,neutral,0.798296,0.055699,0.023623,0.122381
04_02_02_01_01,4,2,neutral,0.545746,0.207183,0.03993,0.207141
04_02_02_01_02,4,2,neutral,0.674385,0.023777,0.01907,0.282768
04_02_02_02_01,4,2,neutral,0.78881,0.032441,0.034308,0.144442
04_02_02_02_02,4,2,neutral,0.817977,0.061088,0.011049,0.109886
04_03_01_01_01,4,3,happy,0.433604,0.35043,0.000666,0.215299
04_03_01_01_02,4,3,happy,0.491307,0.462624,0.00058,0.045489
04_03_01_02_01,4,3,happy,0.58905,0.316925,0.000563,0.093462
04_03_01_02_02,4,3,happy,0.178303,0.768464,0.000118,0.053116
04_03_02_01_01,4,3,happy,0.608148,0.384819,0.001949,0.005084
04_03_02_01_02,4,3,happy,0.124441,0.869984,0.000209,0.005366
04_03_02_02_01,4,3,happy,0.034137,0.963263,3.3e-05,0.002568
04_03_02_02_02,4,3,happy,0.491365,0.502495,0.001195,0.004944
04_04_01_01_01,4,4,sad,0.14088,0.193529,0.003912,0.661679
04_04_01_01_02,4,4,sad,0.152463,0.804922,0.000289,0.042326
04_04_01_02_01,4,4,sad,0.051743,0.930694,0.000133,0.01743
04_04_01_02_02,4,4,sad,0.056888,0.929635,0.00016,0.013317
04_04_02_01_01,4,4,sad,0.231925,0.757031,0.000901,0.010143
04_04_02_01_02,4,4,sad,0.3552,0.636118,0.003053,0.005629
04_04_02_02_01,4,4,sad,0.114432,0.882704,0.000313,0.002551
04_04_02_02_02,4,4,sad,0.213464,0.781721,0.000646,0.004169
04_05_01_01_01,4,5,angry,0.00276,0.996629,2e-06,0.000608
04_05_01_01_02,4,5,angry,0.002434,0.996987,3e-06,0.000576
04_05_01_02_01,4,5,angry,0.008773,0.990007,3e-06,0.001217
04_05_01_02_02,4,5,angry,0.015471,0.971711,2.3e-05,0.012796
04_05_02_01_01,4,5,angry,0.030035,0.969643,2.5e-05,0.000297
04_05_02_01_02,4,5,angry,0.007998,0.991691,3e-06,0.000308
04_05_02_02_01,4,5,angry,0.023471,0.976202,3e-06,0.000323
04_05_02_02_02,4,5,angry,0.010274,0.989545,2e-06,0.000179
04_06_01_01_01,4,6,neutral,0.175721,0.773242,0.001758,0.049279
04_06_01_01_02,4,6,neutral,0.076447,0.909886,0.000172,0.013495
04_06_01_02_01,4,6,neutral,0.0483,0.940842,0.000624,0.010235
04_06_01_02_02,4,6,neutral,0.025956,0.969244,0.000222,0.004578
04_06_02_01_01,4,6,neutral,0.693785,0.293718,0.002568,0.009929
04_06_02_01_02,4,6,neutral,0.074059,0.923621,0.000597,0.001723
04_06_02_02_01,4,6,neutral,0.090832,0.90855,0.000158,0.00046
04_06_02_02_02,4,6,neutral,0.152368,0.844756,0.0004,0.002476
04_07_01_01_01,4,7,neutral,0.062492,0.917988,0.000696,0.018824
04_07_01_01_02,4,7,neutral,0.276657,0.694545,0.00208,0.026718
04_07_01_02_01,4,7,neutral,0.022816,0.965864,4e-05,0.01128
04_07_01_02_02,4,7,neutral,0.070795,0.925457,3.3e-05,0.003715
04_07_02_01_01,4,7,neutral,0.007541,0.991717,2.3e-05,0.000719
04_07_02_01_02,4,7,neutral,0.073306,0.91575,0.00051,0.010434
04_07_02_02_01,4,7,neutral,0.188191,0.795314,0.000989,0.015506
04_07_02_02_02,4,7,neutral,0.026047,0.97309,9e-06,0.000853
04_08_01_01_01,4,8,neutral,0.195973,0.747568,0.00014,0.05632
04_08_01_01_02,4,8,neutral,0.024978,0.968248,2.6e-05,0.006747
04_08_01_02_01,4,8,neutral,0.012589,0.985159,6e-06,0.002246
04_08_01_02_02,4,8,neutral,0.05641,0.934452,4.2e-05,0.009097
04_08_02_01_01,4,8,neutral,0.305264,0.690638,0.000546,0.003551
04_08_02_01_02,4,8,neutral,0.047575,0.947452,3.2e-05,0.004941
04_08_02_02_01,4,8,neutral,0.073269,0.925298,2.6e-05,0.001407
04_08_02_02_02,4,8,neutral,0.022919,0.976345,2.9e-05,0.000707
05_01_01_01_01,5,1,neutral,0.16462,0.048383,0.000589,0.786408
05_01_01_01_02,5,1,neutral,0.183819,0.051573,0.000869,0.763739
05_01_01_02_01,5,1,neutral,0.312082,0.062961,0.000349,0.624609
05_01_01_02_02,5,1,neutral,0.364891,0.013831,0.002703,0.618575
05_02_01_01_01,5,2,neutral,0.438535,0.050673,0.003994,0.506797
05_02_01_01_02,5,2,neutral,0.468544,0.00929,0.024413,0.497753
05_02_01_02_01,5,2,neutral,0.586758,0.004636,0.004399,0.404207
05_02_01_02_02,5,2,neutral,0.671859,0.02523,0.004674,0.298238
05_02_02_01_01,5,2,neutral,0.720108,0.022419,0.022379,0.235093
05_02_02_01_02,5,2,neutral,0.773204,0.000973,0.028837,0.196987
05_02_02_02_01,5,2,neutral,0.763771,0.003781,0.00348,0.228967
05_02_02_02_02,5,2,neutral,0.642442,0.002189,0.022136,0.333233
05_03_01_01_01,5,3,happy,0.708942,0.225281,0.002466,0.063312
05_03_01_01_02,5,3,happy,0.739798,0.17525,0.000218,0.084735
05_03_01_02_01,5,3,happy,0.760568,0.063355,0.000901,0.175177
05_03_01_02_02,5,3,happy,0.479326,0.374995,0.000203,0.145475
05_03_02_01_01,5,3,happy,0.485195,0.488308,0.003458,0.023039
05_03_02_01_02,5,3,happy,0.295245,0.701447,0.000142,0.003167
05_03_02_02_01,5,3,happy,0.537738,0.416746,0.000734,0.044781
05_03_02_02_02,5,3,happy,0.421028,0.567194,0.000216,0.011561
05_04_01_01_01,5,4,sad,0.4344,0.001545,0.01706,0.546994
05_04_01_01_02,5,4,sad,0.60029,0.003167,0.038542,0.358001
05_04_01_02_01,5,4,sad,0.65242,0.004913,0.002926,0.33974
05_04_01_02_02,5,4,sad,0.48159,0.001669,0.022025,0.494715
05_04_02_01_01,5,4,sad,0.747208,0.006084,0.007427,0.239281
05_04_02_01_02,5,4,sad,0.707357,0.001162,0.002737,0.288743
05_04_02_02_01,5,4,sad,0.764924,0.001588,0.001809,0.231679
05_04_02_02_02,5,4,sad,0.641652,0.002664,0.001649,0.354035
05_05_01_01_01,5,5,angry,0.015128,0.982799,8e-06,0.002065
05_05_01_01_02,5,5,angry,0.035561,0.962418,1.2e-05,0.002008
05_05_01_02_01,5,5,angry,0.822509,0.092926,0.002325,0.08224
05_05_01_02_02,5,5,angry,0.142925,0.832774,8.2e-05,0.024219
05_05_02_01_01,5,5,angry,0.047017,0.952464,6e-06,0.000513
05_05_02_01_02,5,5,angry,0.012862,0.986955,1.9e-05,0.000164
05_05_02_02_01,5,5,angry,0.017101,0.982878,1e-06,2e-05
05_05_02_02_02,5,5,angry,0.001789,0.998204,0.0,6e-06
05_06_01_01_01,5,6,neutral,0.717063,0.087262,0.001581,0.194095
05_06_01_01_02,5,6,neutral,0.710145,0.072288,0.002108,0.215459
05_06_01_02_01,5,6,neutral,0.72997,0.025673,0.001688,0.242669
05_06_01_02_02,5,6,neutral,0.583153,0.249996,0.001487,0.165364
05_06_02_01_01,5,6,neutral,0.587605,0.401374,0.004085,0.006936
05_06_02_01_02,5,6,neutral,0.643469,0.352208,0.001562,0.002761
05_06_02_02_01,5,6,neutral,0.228408,0.770079,0.000584,0.000929
05_06_02_02_02,5,6,neutral,0.661789,0.326012,0.009208,0.002991
05_07_01_01_01,5,7,neutral,0.713417,0.097682,0.018847,0.170054
05_07_01_01_02,5,7,neutral,0.879618,0.064505,0.00938,0.046496
05_07_01_02_01,5,7,neutral,0.926243,0.032145,0.003302,0.03831
05_07_01_02_02,5,7,neutral,0.852782,0.076812,0.003471,0.066935
05_07_02_01_01,5,7,neutral,0.274459,0.640554,0.001577,0.08341
05_07_02_01_02,5,7,neutral,0.335389,0.597485,0.001482,0.065644
05_07_02_02_01,5,7,neutral,0.816574,0.125676,0.007679,0.05007
05_07_02_02_02,5,7,neutral,0.877431,0.028438,0.025067,0.069064
05_08_01_01_01,5,8,neutral,0.368688,0.588586,0.000301,0.042425
05_08_01_01_02,5,8,neutral,0.096973,0.882527,0.000115,0.020385
05_08_01_02_01,5,8,neutral,0.611266,0.226305,0.000282,0.162147
05_08_01_02_02,5,8,neutral,0.648236,0.182496,0.000975,0.168292
05_08_02_01_01,5,8,neutral,0.17482,0.808531,0.000977,0.015672
05_08_02_01_02,5,8,neutral,0.051325,0.944819,0.000139,0.003716
05_08_02_02_01,5,8,neutral,0.122802,0.871683,8e-05,0.005434
05_08_02_02_02,5,8,neutral,0.176229,0.797331,0.000132,0.026308
06_01_01_01_01,6,1,neutral,0.253141,0.318721,0.000416,0.427722
06_01_01_01_02,6,1,neutral,0.342715,0.241695,0.000735,0.414855
06_01_01_02_01,6,1,neutral,0.41978,0.351391,0.001093,0.227737
06_01_01_02_02,6,1,neutral,0.576529,0.126512,0.001231,0.295728
06_02_01_01_01,6,2,neutral,0.681789,0.01775,0.054374,0.246088
06_02_01_01_02,6,2,neutral,0.571436,0.006819,0.045332,0.376413
06_02_01_02_01,6,2,neutral,0.641225,0.004199,0.069022,0.285555
06_02_01_02_02,6,2,neutral,0.279773,0.017695,0.009236,0.693296
06_02_02_01_01,6,2,neutral,0.835554,0.011758,0.043706,0.108981
06_02_02_01_02,6,2,neutral,0.65606,0.014771,0.069949,0.25922
06_02_02_02_01,6,2,neutral,0.377076,0.012734,0.022205,0.587984
06_02_02_02_02,6,2,neutral,0.739816,0.003851,0.014686,0.241647
06_03_01_01_01,6,3,happy,0.880306,0.038902,0.013708,0.067084
06_03_01_01_02,6,3,happy,0.824045,0.090184,0.003728,0.082043
06_03_01_02_01,6,3,happy,0.799093,0.133622,0.001135,0.06615
06_03_01_02_02,6,3,happy,0.800884,0.120581,0.001343,0.077192
06_03_02_01_01,6,3,happy,0.878553,0.116525,0.001143,0.003779
06_03_02_01_02,6,3,happy,0.796543,0.199198,0.000958,0.003301
06_03_02_02_01,6,3,happy,0.331839,0.659052,0.001449,0.00766
06_03_02_02_02,6,3,happy,0.609034,0.383148,0.001581,0.006237
06_04_01_01_01,6,4,sad,0.227567,0.045163,0.02598,0.701289
06_04_01_01_02,6,4,sad,0.412331,0.052742,0.059886,0.475041
06_04_01_02_01,6,4,sad,0.202568,0.181384,0.007885,0.608163
06_04_01_02_02,6,4,sad,0.332331,0.104678,0.020852,0.542139
06_04_02_01_01,6,4,sad,0.948333,0.046953,0.002072,0.002643
06_04_02_01_02,6,4,sad,0.930143,0.001802,0.051572,0.016483
06_04_02_02_01,6,4,sad,0.986821,0.005129,0.007744,0.000307
06_04_02_02_02,6,4,sad,0.98983,0.001915,0.005777,0.002478
06_05_01_01_01,6,5,angry,0.005127,0.99236,0.000113,0.0024
06_05_01_01_02,6,5,angry,0.010984,0.987242,0.000159,0.001614
06_05_01_02_01,6,5,angry,0.01453,0.979172,0.000347,0.00595
06_05_01_02_02,6,5,angry,0.00804,0.988793,0.000131,0.003036
06_05_02_01_01,6,5,angry,0.139065,0.858716,0.000241,0.001978
06_05_02_01_02,6,5,angry,0.305955,0.692075,0.000182,0.001788
06_05_02_02_01,6,5,angry,0.033155,0.965924,0.000226,0.000696
06_05_02_02_02,6,5,angry,0.10482,0.893703,0.000727,0.00075
06_06_01_01_01,6,6,neutral,0.57258,0.30625,0.026695,0.094475
06_06_01_01_02,6,6,neutral,0.733215,0.115517,0.008534,0.142734
06_06_01_02_01,6,6,neutral,0.834142,0.042751,0.062506,0.060601
06_06_01_02_02,6,6,neutral,0.613412,0.316083,0.030631,0.039873
06_06_02_01_01,6,6,neutral,0.835096,0.156688,0.001365,0.00685
06_06_02_01_02,6,6,neutral,0.924021,0.062789,0.000639,0.012552
06_06_02_02_01,6,6,neutral,0.894872,0.098575,0.001989,0.004564
06_06_02_02_02,6,6,neutral,0.90575,0.084772,0.00057,0.008908
06_07_01_01_01,6,7,neutral,0.288455,0.235741,0.201478,0.274326
06_07_01_01_02,6,7,neutral,0.449041,0.235271,0.203801,0.111887
06_07_01_02_01,6,7,neutral,0.263017,0.255773,0.023738,0.457471
06_07_01_02_02,6,7,neutral,0.773027,0.08856,0.037763,0.100649
06_07_02_01_01,6,7,neutral,0.772784,0.204168,0.019698,0.00335
06_07_02_01_02,6,7,neutral,0.046537,0.917987,0.001931,0.033545
06_07_02_02_01,6,7,neutral,0.22678,0.756291,0.006503,0.010426
06_07_02_02_02,6,7,neutral,0.517269,0.418126,0.019329,0.045276
06_08_01_01_01,6,8,neutral,0.208003,0.419141,0.000766,0.37209
06_08_01_01_02,6,8,neutral,0.372247,0.430129,0.000569,0.197054
06_08_01_02_01,6,8,neutral,0.564438,0.252794,0.001095,0.181673
06_08_01_02_02,6,8,neutral,0.540615,0.154151,0.007697,0.297537
06_08_02_01_01,6,8,neutral,0.679631,0.160862,0.005846,0.153662
06_08_02_01_02,6,8,neutral,0.04547,0.951998,3.6e-05,0.002496
06_08_02_02_01,6,8,neutral,0.096531,0.896485,0.000246,0.006738
06_08_02_02_02,6,8,neutral,0.173086,0.81506,0.000376,0.011479
07_01_01_01_01,7,1,neutral,0.869349,0.052341,0.008216,0.070094
07_01_01_01_02,7,1,neutral,0.608016,0.102776,0.014912,0.274296
07_01_01_02_01,7,1,neutral,0.679448,0.162041,0.00567,0.152841
07_01_01_02_02,7,1,neutral,0.672419,0.04651,0.030096,0.250975
07_02_01_01_01,7,2,neutral,0.57082,0.046743,0.007602,0.374835
07_02_01_01_02,7,2,neutral,0.335825,0.063403,0.015696,0.585077
07_02_01_02_01,7,2,neutral,0.627945,0.043164,0.013317,0.315574
07_02_01_02_02,7,2,neutral,0.559717,0.035403,0.015838,0.389042
