pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,audio_emotion_4class,video_emotion_4class,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral
01_1_1_2_Acalm_Vdisgust,1,male,1,1,2,01_02_01_01_02,01_07_01_01_02,neutral,neutral,0,0.785471,0.019555,0.017003,0.177971,0.269736,0.487768,0.17573,0.066766,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Acalm_Vfearful,1,male,1,1,2,01_02_01_01_02,01_06_01_01_02,neutral,neutral,0,0.785471,0.019555,0.017003,0.177971,0.215944,0.390835,0.225236,0.167986,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Acalm_Vhappy,1,male,1,1,2,01_02_01_01_02,01_03_01_01_02,neutral,happy,1,0.785471,0.019555,0.017003,0.177971,0.664424,0.180681,0.083979,0.070916,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Acalm_Vneutral,1,male,1,1,2,01_02_01_01_02,01_01_01_01_02,neutral,neutral,0,0.785471,0.019555,0.017003,0.177971,0.216042,0.258809,0.201891,0.323259,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Acalm_Vsad,1,male,1,1,2,01_02_01_01_02,01_04_01_01_02,neutral,sad,1,0.785471,0.019555,0.017003,0.177971,0.143639,0.350081,0.244863,0.261417,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Acalm_Vsurprised,1,male,1,1,2,01_02_01_01_02,01_08_01_01_02,neutral,neutral,0,0.785471,0.019555,0.017003,0.177971,0.180739,0.305723,0.207563,0.305976,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vangry,1,male,1,1,2,01_07_01_01_02,01_05_01_01_02,neutral,angry,1,0.837892,0.074242,0.018126,0.06974,0.156708,0.346912,0.21036,0.28602,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vcalm,1,male,1,1,2,01_07_01_01_02,01_02_01_01_02,neutral,neutral,0,0.837892,0.074242,0.018126,0.06974,0.241039,0.253436,0.197629,0.307897,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vdisgust,1,male,1,1,2,01_07_01_01_02,01_07_01_01_02,neutral,neutral,0,0.837892,0.074242,0.018126,0.06974,0.269736,0.487768,0.17573,0.066766,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vfearful,1,male,1,1,2,01_07_01_01_02,01_06_01_01_02,neutral,neutral,0,0.837892,0.074242,0.018126,0.06974,0.215944,0.390835,0.225236,0.167986,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vhappy,1,male,1,1,2,01_07_01_01_02,01_03_01_01_02,neutral,happy,1,0.837892,0.074242,0.018126,0.06974,0.664424,0.180681,0.083979,0.070916,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vneutral,1,male,1,1,2,01_07_01_01_02,01_01_01_01_02,neutral,neutral,0,0.837892,0.074242,0.018126,0.06974,0.216042,0.258809,0.201891,0.323259,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vsad,1,male,1,1,2,01_07_01_01_02,01_04_01_01_02,neutral,sad,1,0.837892,0.074242,0.018126,0.06974,0.143639,0.350081,0.244863,0.261417,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Adisgust_Vsurprised,1,male,1,1,2,01_07_01_01_02,01_08_01_01_02,neutral,neutral,0,0.837892,0.074242,0.018126,0.06974,0.180739,0.305723,0.207563,0.305976,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vangry,1,male,1,1,2,01_06_01_01_02,01_05_01_01_02,neutral,angry,1,0.848247,0.012105,0.005261,0.134387,0.156708,0.346912,0.21036,0.28602,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vcalm,1,male,1,1,2,01_06_01_01_02,01_02_01_01_02,neutral,neutral,0,0.848247,0.012105,0.005261,0.134387,0.241039,0.253436,0.197629,0.307897,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vdisgust,1,male,1,1,2,01_06_01_01_02,01_07_01_01_02,neutral,neutral,0,0.848247,0.012105,0.005261,0.134387,0.269736,0.487768,0.17573,0.066766,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vfearful,1,male,1,1,2,01_06_01_01_02,01_06_01_01_02,neutral,neutral,0,0.848247,0.012105,0.005261,0.134387,0.215944,0.390835,0.225236,0.167986,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vhappy,1,male,1,1,2,01_06_01_01_02,01_03_01_01_02,neutral,happy,1,0.848247,0.012105,0.005261,0.134387,0.664424,0.180681,0.083979,0.070916,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vneutral,1,male,1,1,2,01_06_01_01_02,01_01_01_01_02,neutral,neutral,0,0.848247,0.012105,0.005261,0.134387,0.216042,0.258809,0.201891,0.323259,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vsad,1,male,1,1,2,01_06_01_01_02,01_04_01_01_02,neutral,sad,1,0.848247,0.012105,0.005261,0.134387,0.143639,0.350081,0.244863,0.261417,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Afearful_Vsurprised,1,male,1,1,2,01_06_01_01_02,01_08_01_01_02,neutral,neutral,0,0.848247,0.012105,0.005261,0.134387,0.180739,0.305723,0.207563,0.305976,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vangry,1,male,1,1,2,01_03_01_01_02,01_05_01_01_02,happy,angry,1,0.816468,0.09748,0.003493,0.08256,0.156708,0.346912,0.21036,0.28602,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vcalm,1,male,1,1,2,01_03_01_01_02,01_02_01_01_02,happy,neutral,1,0.816468,0.09748,0.003493,0.08256,0.241039,0.253436,0.197629,0.307897,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vdisgust,1,male,1,1,2,01_03_01_01_02,01_07_01_01_02,happy,neutral,1,0.816468,0.09748,0.003493,0.08256,0.269736,0.487768,0.17573,0.066766,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vfearful,1,male,1,1,2,01_03_01_01_02,01_06_01_01_02,happy,neutral,1,0.816468,0.09748,0.003493,0.08256,0.215944,0.390835,0.225236,0.167986,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vhappy,1,male,1,1,2,01_03_01_01_02,01_03_01_01_02,happy,happy,0,0.816468,0.09748,0.003493,0.08256,0.664424,0.180681,0.083979,0.070916,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vneutral,1,male,1,1,2,01_03_01_01_02,01_01_01_01_02,happy,neutral,1,0.816468,0.09748,0.003493,0.08256,0.216042,0.258809,0.201891,0.323259,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vsad,1,male,1,1,2,01_03_01_01_02,01_04_01_01_02,happy,sad,1,0.816468,0.09748,0.003493,0.08256,0.143639,0.350081,0.244863,0.261417,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Ahappy_Vsurprised,1,male,1,1,2,01_03_01_01_02,01_08_01_01_02,happy,neutral,1,0.816468,0.09748,0.003493,0.08256,0.180739,0.305723,0.207563,0.305976,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vangry,1,male,1,1,2,01_01_01_01_02,01_05_01_01_02,neutral,angry,1,0.832011,0.044879,0.003015,0.120095,0.156708,0.346912,0.21036,0.28602,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vcalm,1,male,1,1,2,01_01_01_01_02,01_02_01_01_02,neutral,neutral,0,0.832011,0.044879,0.003015,0.120095,0.241039,0.253436,0.197629,0.307897,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vdisgust,1,male,1,1,2,01_01_01_01_02,01_07_01_01_02,neutral,neutral,0,0.832011,0.044879,0.003015,0.120095,0.269736,0.487768,0.17573,0.066766,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vfearful,1,male,1,1,2,01_01_01_01_02,01_06_01_01_02,neutral,neutral,0,0.832011,0.044879,0.003015,0.120095,0.215944,0.390835,0.225236,0.167986,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vhappy,1,male,1,1,2,01_01_01_01_02,01_03_01_01_02,neutral,happy,1,0.832011,0.044879,0.003015,0.120095,0.664424,0.180681,0.083979,0.070916,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vneutral,1,male,1,1,2,01_01_01_01_02,01_01_01_01_02,neutral,neutral,0,0.832011,0.044879,0.003015,0.120095,0.216042,0.258809,0.201891,0.323259,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vsad,1,male,1,1,2,01_01_01_01_02,01_04_01_01_02,neutral,sad,1,0.832011,0.044879,0.003015,0.120095,0.143639,0.350081,0.244863,0.261417,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Aneutral_Vsurprised,1,male,1,1,2,01_01_01_01_02,01_08_01_01_02,neutral,neutral,0,0.832011,0.044879,0.003015,0.120095,0.180739,0.305723,0.207563,0.305976,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Asad_Vangry,1,male,1,1,2,01_04_01_01_02,01_05_01_01_02,sad,angry,1,0.907222,0.011093,0.01774,0.063945,0.156708,0.346912,0.21036,0.28602,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Asad_Vcalm,1,male,1,1,2,01_04_01_01_02,01_02_01_01_02,sad,neutral,1,0.907222,0.011093,0.01774,0.063945,0.241039,0.253436,0.197629,0.307897,0.004626,0.024107,0.005878,0.965388
01_1_1_2_Asad_Vdisgust,1,male,1,1,2,01_04_01_01_02,01_07_01_01_02,sad,neutral,1,0.907222,0.011093,0.01774,0.063945,0.269736,0.487768,0.17573,0.066766,0.004626,0.024107,0.005878,0.965388
