segment_id,start,end,speaker_id,transcript,asr_confidence
26,165.09,167.01,SPEAKER_00,We need the infrared transmitter.,0.8076
27,167.69,168.59,SPEAKER_00,Get that off the shelf.,0.8712
28,169.21,177.29,SPEAKER_00,"Joystick will probably, if we're going to use it, could be plastic or rubber even as well.",0.6941
29,179.53,182.12,SPEAKER_00,"If you go on to the next slide,",0.8261
30,182.87,188.09,SPEAKER_00,"But if you go on to findings, it's like two or three slides down.",0.7859
31,189.59,192.56,SPEAKER_00,So this is what a fan we can use.,0.8239
32,193.58,197.67,SPEAKER_00,Three different types of batteries.,0.9106
33,199.51,212.63,SPEAKER_00,can either use a hand dynamo or the kinetic type ones you know that they use in watches or else a solid powered one.,0.7279
34,212.65,216.34,SPEAKER_03,"No, the kinetic one.",0.753
35,216.32,218.88,SPEAKER_03,because that's the one where the movement causes it.,0.5897
36,220.24,226.75,SPEAKER_03,The battery for a watch wouldn't require a lot of power would be my one query.,0.8854
37,227.49,231.35,SPEAKER_03,Is a kinetic one going to be able to supply enough power?,0.7859
38,231.37,235.74,SPEAKER_02,"I don't know, a watch moves around a great deal more.",0.8103
39,236.88,237.86,SPEAKER_00,I don't think it would.,0.7728
40,239.04,246.32,SPEAKER_00,"And solar cells, I don't know about that.",0.6246
41,248.03,250.63,SPEAKER_00,We should probably just use conventional batteries.,0.4794
42,252.5,256.21,SPEAKER_00,And just like in usual rock and trunks.,0.6115
43,256.23,259.4,SPEAKER_03,"Which I suppose as well would allow us to go off the shelf again, you two?",0.7896
44,259.64,260.08,SPEAKER_00,Yeah.,0.551
45,261.17,267.7,SPEAKER_00,"These are three different types, or two different types, three different types of shapes.",0.7139
46,267.72,274.13,SPEAKER_00,"You can have one as a flat one, and then more original ones are a single curved one, or one with a double curved.",0.7602
47,276.21,281.56,SPEAKER_00,"The materials are there, as you can see, but you can't have a titanium one for a double curved.",0.7426
48,282.92,285.2,SPEAKER_01,"Titanium, they're really strong metal.",0.8
49,285.64,288.33,SPEAKER_01,Is it also expensive?,0.681
50,288.31,290.85,SPEAKER_00,"It thinks so as well, yeah.",0.4245
51,290.87,293.13,SPEAKER_00,They might meant by Xenodad.,0.4538
52,293.15,294.15,SPEAKER_00,So it's really light as well.,0.368
53,294.62,295.14,SPEAKER_03,Curious.,0.9
54,295.88,299.62,SPEAKER_03,"I don't know if you'd be able to, off the top of your head or not, the single curved or the double curved.",0.7442
55,300.06,301.35,SPEAKER_03,Would you be able to give an example?,0.8074
56,304.03,305.45,SPEAKER_03,Could you maybe draw something?,0.739
57,305.85,307.11,SPEAKER_03,It doesn't have to be perfect.,0.6232
58,307.13,310.18,SPEAKER_03,It's just because I'm not quite sure if I understand the difference between the two.,0.8329
59,313.84,314.26,SPEAKER_00,Well.,0.87
60,315.53,331.27,SPEAKER_00,"For curves, well, I was thinking to sit in the palm of your hand, maybe like this with the joy pod here, joystick here, and maybe",0.6583
61,333.23,337.31,SPEAKER_00,and OK button around here so that the thumb can use it quite easily.,0.7058
62,338.25,342.08,SPEAKER_00,I don't exactly double curves.,0.9104
63,343.22,352.95,SPEAKER_00,"It probably means this is probably double curves, whereas a single curve would be like that, I guess.",0.7963
64,354.77,355.55,SPEAKER_00,"Or no, sorry.",0.6563
65,356.33,358.96,SPEAKER_03,So it might literally just be two curves.,0.7248
66,359.3,359.88,SPEAKER_03,OK.,0.797
67,360.85,364.04,SPEAKER_00,"Yeah, like that, whereas this is two curves.",0.5011
68,365.66,380.89,SPEAKER_00,"So I guess that's what they mean by a double curve, which it looks better than a single curve, but you can't have it in titanium, which is a nice material.",0.8117
69,383.18,394.33,SPEAKER_00,"And for the buttons, you can have the scroll wheel, which they use in mouses.",0.9083
70,395.92,401.43,SPEAKER_00,And it requires a more expensive chip to use.,0.8869
71,401.83,403.87,SPEAKER_00,"And if you want to use LCD, it's even more expensive.",0.5918
72,404.63,407.24,SPEAKER_00,So you have to decide to trade offs there.,0.4767
73,409.74,420.24,SPEAKER_00,"If you have a double curved control on its rubber, then you have to use rubber buttons as well.",0.8031
74,420.22,424.71,SPEAKER_00,I reckon you're going to have to have a number keypad anyway.,0.7475
75,424.85,430.1,SPEAKER_00,"For the amount of channels these days, you wouldn't want to just have to scroll through all the channels together when you want.",0.7674
76,430.12,432.62,SPEAKER_00,You want to enter just a number if you know it.,0.6641
77,432.64,439.88,SPEAKER_00,So I reckon we're going to have to have a number keypad anyway.,0.6445
78,439.9,440.52,SPEAKER_00,Do you think?,0.4877
79,441.04,446.05,SPEAKER_03,"OK, that's definitely something we can talk about.",0.693
80,447.69,452.36,SPEAKER_03,So you've got a little bit about the chip that we might require as well.,0.6538
81,452.72,453.02,SPEAKER_00,Yeah.,0.685
82,455.24,465.8,SPEAKER_00,So it depends where you're going to spend the money if you want a fancy LCD display.,0.6378
83,468.43,478.47,SPEAKER_03,"Do you have any idea, so far, when we're saying that we need an advanced chip for an LCD, does that shoot a cost up by a drastic amount?",0.7905
84,478.65,481.77,SPEAKER_01,Do you need an advanced chip for the LCD?,0.5176
85,482.5,486.2,SPEAKER_03,"Often compared to, say, this pressing of buttons.",0.8065
86,486.18,497.74,SPEAKER_03,If you press a button it sends a certain transmission through the infrared whereas I think if we're controlling the LCD we definitely require a much more powerful chip.,0.6608
87,497.76,504.45,SPEAKER_03,Just compared to the chip you would use for pushing buttons I think to see the point being made if I've not overstepped.,0.7619
88,507.43,509.88,SPEAKER_03,Should I go on or go back?,0.792
89,512.79,532.15,SPEAKER_03,"If we only have 12 pounds 50 12 euros not even 12 pounds 12 yours was that like 8 pounds isn't like that Well, we'd also be relying on the the bulk buying and Producemen and such okay, that's I assume we have to look into the cost of those so",0.7509
90,532.13,532.51,SPEAKER_03,Sorry.,0.323
91,533.09,542.11,SPEAKER_00,The previous slides just explain what's in the internal components of the remote control if you go to one before that.,0.8638
92,542.13,543.29,SPEAKER_00,So it just says what it does.,0.6149
93,543.89,547.89,SPEAKER_00,Translate the key press into an infrared signal and this is received by the TV.,0.8342
94,549.04,556.33,SPEAKER_00,The chip just needs to detect the signal or detect the key press and then it'll send it to the amplifier.,0.7033
95,557.21,557.67,SPEAKER_03,Okay.,0.607
96,558.88,573.02,SPEAKER_00,And then the next slide just shows how the copper wires interact with the rubber buttons to get sent to the chip.,0.7082
97,575.6,578.08,SPEAKER_00,So that's just how the control works inside.,0.8353
98,580.69,584.09,SPEAKER_00,We have to decide on what buttons we're going to use.,0.5246
99,588.56,588.62,SPEAKER_03,OK.,0.333
100,589.79,591.48,SPEAKER_03,You just got a section for personal preferences.,0.3964
101,595.3,603.81,SPEAKER_03,"So in the information that you've been supplied, how feasible would you say that the idea of using an LCD looks?",0.8173
102,605.67,617.42,SPEAKER_00,I think we can do it if we use conventional batteries and not have solar cells or kinetic.,0.7052
103,618.63,630.0,SPEAKER_00,"Maybe use a single curved case, because you might need it to be curved for the thumb to use the joystick easily.",0.7942
104,631.0,636.05,SPEAKER_00,And then you'll need the advanced chip for the LCD.,0.6604
105,638.53,641.25,SPEAKER_03,"I mean, that sounds like quite a good requirement to me.",0.7379
106,641.99,643.67,SPEAKER_03,Conventional battery would seem to make sense.,0.8207
107,644.76,648.9,SPEAKER_03,I'm not sure if there's any cost differences between single and double curved.,0.8204
108,649.54,657.79,SPEAKER_03,"And I don't know about anybody else, but plastic or rubber as a traditional form of casing would seem to be a good way forward.",0.854
109,658.41,666.46,SPEAKER_02,I'm actually going to be bold and go straight for rubber for reasons I'll go into.,0.6086
110,667.0,668.54,SPEAKER_01,I also have a preference for rubber.,0.575
111,668.52,671.76,SPEAKER_03,"OK, well, based on my reasons.",0.6818
112,673.02,677.71,SPEAKER_03,"Yeah, well, we move on to user interface and, yeah.",0.7701
113,677.73,680.79,SPEAKER_03,"OK. That's right, as long as we use.",0.6169
114,680.89,688.68,SPEAKER_03,"Yeah, OK. And interface concept.",0.6798
115,690.36,694.68,SPEAKER_02,I'm going to have to work between the slides and the.,0.7712
116,695.62,696.25,SPEAKER_02,Yeah.,0.551
117,696.58,700.35,SPEAKER_02,and the white board because I actually have some fairly concrete things.,0.6452
118,702.17,702.57,SPEAKER_02,It's time.,0.6725
119,703.85,715.34,SPEAKER_02,"I was given an HTML file giving various ideas from other previous remote control designs, and pretty much decided to just dump them all.",0.8277
120,715.36,722.45,SPEAKER_02,"I wasn't very impressed by them, and nothing I saw seemed to meet the sorts of design specifications that we're going for today.",0.8792
121,724.54,730.81,SPEAKER_02,"So rather than looking at other remotes, it would be better to simply look at the human hand.",0.8148
122,730.79,744.04,SPEAKER_02,"and try and figure out a way of laying out the elements we've already decided on so that the fingers, each finger or thumb is wherever it needs to be already.",0.8219
123,746.55,749.57,SPEAKER_02,"So, next slide, if you please.",0.8878
124,749.55,760.92,SPEAKER_02,"And what we basically decided on was the joystick, two function buttons and the LCD, just keep it paired down to the absolute minimum.",0.7171
125,761.26,776.44,SPEAKER_02,I don't actually think we need the numeric keypad because one of the menus that we could have available via the LCD is one where you scroll through channels.,0.7765
126,777.28,778.48,SPEAKER_02,So if there's something.,0.589
127,778.46,805.39,SPEAKER_02,"And bear in mind, since this isn't meant to work for digital or for cable or whatever, you're basically looking at four or five terrestrial channels and then the channel for your VCR and our DVD player and our set-top box.",0.8329
128,805.37,808.7,SPEAKER_02,So I'm not really excessively concerned about that.,0.8286
129,809.48,824.06,SPEAKER_02,"You also have two modes, basic mode where the joysticks, left right for channels up, down for volume, and menu mode for further functions.",0.8146
130,824.04,834.88,SPEAKER_02,The reason I was particularly interested in using rubber for this is if we're going to have a highly ergonomic design it needs to be ergonomic for left or right handed people.,0.79
131,836.73,838.17,SPEAKER_03,Can I just jump in slightly there?,0.776
132,838.83,842.52,SPEAKER_03,That would suggest that double curved design is probably going to be most appropriate then.,0.7635
133,842.5,843.44,SPEAKER_02,"Yes, absolutely.",0.9055
134,845.52,871.07,SPEAKER_02,"Basically, what this would be having, I would say the whole thing articulated at two points so that if you're handing it from a left or a right handed user, you can adjust it so that the LCD and the joystick would be in the right place.",0.8052
135,872.23,887.34,SPEAKER_02,"Also, it seems to be a rather nice design gimmick that the whole thing should have sort of organic feel to it, that it should be soft to touch and can be moved around.",0.7605
136,887.38,892.47,SPEAKER_02,It's rather nice.,0.6013
137,892.71,894.63,SPEAKER_02,"OK, on to the next slide.",0.689
138,894.91,897.74,SPEAKER_03,"Just to let you know, we're probably quite tight for time as well.",0.7795
139,898.32,900.66,SPEAKER_03,"Because I think you've probably got a lot you'd like to say, I guess.",0.8155
140,901.04,901.46,SPEAKER_02,Yeah.,0.706
141,902.71,911.2,SPEAKER_02,"Basically, I can add pretty pictures to this.",0.8896
142,913.95,932.57,SPEAKER_02,"Assuming the hand to be in this position, or holding the remote, the joystick unit should rest over the joint of the forefinger so that it's directly accessible for the thumb.",0.7764
143,933.89,943.89,SPEAKER_02,And it would need to be articulated just below that so that it could be switched around for left or right-handed users.,0.8858
144,950.72,958.75,SPEAKER_02,You then have the grip section that can be more or less the same irrespective of handedness.,0.7914
145,959.09,967.23,SPEAKER_02,"You just have two big buttons that cover most of the area, so it can, in the upper part, one for the forefinger, one for the middle finger.",0.88
146,967.99,969.47,SPEAKER_02,Is this a joystick?,0.458
147,969.45,973.15,SPEAKER_02,This part here is the joystick.,0.803
148,973.49,975.59,SPEAKER_02,This would be the actual grip.,0.8713
149,975.93,978.9,SPEAKER_02,Probably where you'd want to have the battery as well.,0.6848
150,979.62,982.36,SPEAKER_02,That would be probably the bulkiest part.,0.7687
151,982.38,989.49,SPEAKER_02,"And you then have at the bottom the LCD, and this would need to be articulated as well.",0.859
152,989.77,995.95,SPEAKER_02,And basically I'd want this to rest here right at the base of the wrist so it would fit just nicely in the hand.,0.6837
153,996.03,998.49,SPEAKER_02,"And again, this part could be",0.8307
154,1000.06,1013.83,SPEAKER_02,rotated so it can be adjusted to either left or right handed user.,0.7636
155,1017.0,1027.94,SPEAKER_02,"So the top function button in basic mode would be the on-off switch, and menu mode would be the enter button, and then the bottom function button switches between modes.",0.8817
156,1029.02,1035.75,SPEAKER_02,"Now programming it, actually this is one thing I found with the replacement remote controls.",0.7385
157,1035.89,1038.22,SPEAKER_02,Programming them can be a bright pain.,0.9126
158,1038.2,1057.24,SPEAKER_02,"So I thought the simplest way around that would be to have a cable connected to the computer, some fairly simple software on your home computer just so that you could program it in a rather more comfortable interface.",0.7751
159,1057.48,1065.13,SPEAKER_02,And you could download programs for TVs from all sort of main manufacturers.,0.8046
160,1065.11,1086.58,SPEAKER_02,though it would be necessary to have a mode for programming it without the computer just in case there are still people left out there who don't have them yet.,0.8448
161,1088.94,1091.11,SPEAKER_02,OK. That's my idea.,0.8878
162,1093.35,1102.35,SPEAKER_03,"Excellent, right?",0.4035
163,1102.37,1106.28,SPEAKER_03,OK. OK.,0.806
164,1109.34,1113.89,SPEAKER_01,"So to gather my research, two basic methods.",0.8005
165,1113.91,1119.57,SPEAKER_01,We compared whether people want the remote control to do a lot of stuff or they want it to look cool.,0.8367
166,1120.63,1123.43,SPEAKER_01,And then we researched fashion trends in Europe.,0.8327
167,1123.59,1126.22,SPEAKER_01,What's the new black as it goes?,0.8694
168,1128.06,1129.97,SPEAKER_01,"Next slide, please.",0.448
169,1129.95,1145.85,SPEAKER_01,"We found in order of importance people want the remote control to look cool More than they wanted to be cool as in they wanted to do a lot of good They wanted to look like it does a lot and if it does do a lot, that's a bonus, but they don't care so much, you know",0.8475
170,1145.83,1146.87,SPEAKER_01,they want it to be.,0.7598
171,1146.89,1149.21,SPEAKER_01,That sounds a bit like a contradiction.,0.7606
172,1150.17,1154.49,SPEAKER_01,Technologically innovative.,0.866
173,1155.19,1159.76,SPEAKER_01,"People want it to be that, but still, they care more about the way it looks than what it does.",0.7813
174,1160.54,1163.88,SPEAKER_01,So the interface is really important.,0.8227
175,1163.9,1164.84,SPEAKER_01,And easy to use.,0.8367
176,1165.3,1171.71,SPEAKER_01,It just so happens that from the second point to the third point is twice as important.,0.782
177,1171.85,1174.67,SPEAKER_01,"I mean, the second point is twice as important as the third point.",0.7738
178,1174.75,1175.51,SPEAKER_01,People want it.,0.7213
179,1178.21,1185.5,SPEAKER_01,"It has to be cooler than easy to use, you know, if it has the newest features, even if it's difficult to use, to prefer it to have the newest features.",0.8131
180,1186.88,1188.47,SPEAKER_01,"And if it's easy to use, that's a bonus.",0.7347
181,1189.47,1198.36,SPEAKER_01,"The fashion now, this seems a bit odd to me, but fruit and veg is the new black for furniture, for clothes, for shoes.",0.8308
182,1198.34,1200.47,SPEAKER_01,"How that relates to remote control, I don't know.",0.7024
183,1201.09,1201.67,SPEAKER_01,But I see.,0.842
184,1201.71,1204.52,SPEAKER_01,I'll come on to that in the next slide.,0.7049
185,1205.3,1205.86,SPEAKER_01,Spongy.,0.873
186,1206.08,1207.7,SPEAKER_01,I've also been saying everything is a new black.,0.6562
187,1207.9,1209.61,SPEAKER_01,"Well, spongy is a new black as well.",0.7052
188,1209.63,1211.59,SPEAKER_01,So we had the choice between rubber and plastic.,0.8968
189,1212.41,1214.58,SPEAKER_01,"If it's a type of rubber that you can squeeze,",0.6859
190,1214.56,1215.86,SPEAKER_01,"You know, it's spongy.",0.8038
191,1216.46,1224.77,SPEAKER_00,"I forgot to mention that the rubber material is the type of stress ball material, not just normal rubber.",0.7403
192,1225.37,1228.4,SPEAKER_01,"Okay, so kind of spongy material.",0.8235
193,1229.14,1233.22,SPEAKER_01,"So my personal opinion,",0.8438
194,1234.96,1240.43,SPEAKER_01,"We want something fancy and technologically innovative, obviously.",0.7518
195,1240.97,1246.69,SPEAKER_01,"But what we need is something that looks like it's from the future, that looks cool, that's different.",0.874
196,1247.02,1250.12,SPEAKER_01,"Everyone has a white remote control, a black remote control.",0.8174
197,1250.18,1251.04,SPEAKER_01,You need something cool.,0.6018
198,1251.92,1254.68,SPEAKER_01,"Like titanium is cool, but it's expensive.",0.8814
199,1254.7,1258.47,SPEAKER_01,And maybe it's a bit of overkill for a remote control.,0.8565
200,1258.45,1265.4,SPEAKER_01,"Now, the fruit and veg options, either we go in that direction or we stay totally away from it.",0.8211
201,1266.3,1271.43,SPEAKER_01,"I mean, a research did come up with fruit and veg, so maybe it is important up to the interface guy.",0.77
202,1272.05,1274.44,SPEAKER_01,"So if we stay away from it, stay away from it.",0.9111
203,1275.04,1282.65,SPEAKER_01,"But if we're gonna go along with it, then it doesn't necessarily have to be like an apple or something like that or a kiwi fruit.",0.8415
204,1282.97,1284.37,SPEAKER_01,It could be something like,0.6672
205,1284.35,1289.68,SPEAKER_01,"I say potato feeler, but I'm sure you guys have a much cooler idea than I do.",0.8807
206,1290.12,1291.74,SPEAKER_01,So I think cool is the key.,0.7436
207,1291.77,1295.95,SPEAKER_01,A few questions about a spongy remote control.,0.9084
208,1296.23,1297.21,SPEAKER_01,I've never seen one before.,0.851
209,1297.26,1298.96,SPEAKER_01,I've seen plastic remote controls.,0.7982
210,1299.42,1300.34,SPEAKER_01,I think maybe they were...,0.7378
211,1302.62,1308.13,SPEAKER_01,"I don't know, back in the day when they first came up with remote controls, they had a reason for it being...",0.8126
212,1308.72,1311.72,SPEAKER_01,"sturdy, you know, for being strong and sturdy.",0.8531
213,1312.09,1316.49,SPEAKER_01,"So if we want something strong and sturdy, I say stable plastic or titanium.",0.8524
214,1317.27,1322.4,SPEAKER_01,"But if we go with spongy, we can stress that you can drop this as many times as you want.",0.8549
215,1322.42,1324.77,SPEAKER_01,"It doesn't matter, spongy material is not going to break, you know.",0.7317
216,1325.63,1333.92,SPEAKER_01,I just don't know how the LED and the lights are going to fit into a spongy material because it's not going to be completely squeezable.,0.7714
217,1333.9,1335.14,SPEAKER_01,So how do things fit in?,0.816
218,1335.74,1338.21,SPEAKER_01,"And if we are going to use spongy, we can say it's long-lasting.",0.7174
219,1338.85,1342.96,SPEAKER_01,It's damage resistant and stuff like that.,0.7991
220,1343.16,1350.25,SPEAKER_01,"So just to summarize, people want stuff that's cool, that looks like it's cool.",0.7054
221,1350.23,1358.94,SPEAKER_01,"And if it is called NASA bonus where it doesn't have to be people like Fruit and Veg, we can either go down that alley or stay totally away from it.",0.7756
222,1360.11,1366.9,SPEAKER_01,"People like Spongy Material, if we're going to use Spongy Material, we have to think of how practical it is and how we can further promote that idea.",0.7552
223,1367.14,1369.12,SPEAKER_01,And also this was this year.,0.8022
224,1369.1,1384.31,SPEAKER_01,"So things change all the time every year, you know, they always talk about this year This is a new black or next year something else is gonna be the new black and we're stuck with last year's fruit and veg That's me",0.7538
225,1387.56,1393.12,SPEAKER_03,"Well, I would say that the most you could probably hope for is gaining a year's lead on most people anyway.",0.8422
226,1393.42,1401.62,SPEAKER_03,"You always have to bring out new designs, so if we can get next year, then that's possibly a good place to start anyway.",0.8207
227,1408.35,1414.24,SPEAKER_03,"seems like a lot of the components could be off the shelf, so I don't know exactly what cost would be incurred.",0.8376
228,1414.28,1427.39,SPEAKER_03,"I can see your point about the numbered keybat, but I would say that we can probably incorporate it into the menu system if you need to do traversal of a large number of channels.",0.8632
229,1427.37,1440.16,SPEAKER_03,"My feeling would be that even if at a later date this was to be taking control of set-top boxes as well, having the use of the LCD and a joystick would probably allow you to manipulate enough channel numbers for you to be",0.7444
230,1440.5,1453.13,SPEAKER_02,"Actually, if you've got a lot of channels, the numbered keypad can be quite annoying as well, because if you're trying to remember what number is the discovery channel.",0.8374
231,1453.23,1454.01,SPEAKER_01,That's a good point.,0.3668
232,1454.03,1455.57,SPEAKER_01,You can go for it names.,0.6828
233,1456.21,1459.08,SPEAKER_02,"But if you have a menu structure, then you can subgroup them.",0.8529
234,1459.1,1463.92,SPEAKER_01,OK. You can use music like they do on the Sky Digital.,0.6949
235,1463.98,1465.32,SPEAKER_03,Yeah.,0.392
236,1465.3,1469.75,SPEAKER_03,So what it looks like to me is we'll use a large number of standard components.,0.8599
237,1472.56,1482.72,SPEAKER_03,"Say something like lithium ion battery, the kind that you find in most small handheld devices now.",0.8328
238,1482.7,1485.15,SPEAKER_03,Looks like we're going for a double curved design.,0.7649
239,1485.81,1488.34,SPEAKER_03,I don't know what cost implications there are in that.,0.7167
240,1490.8,1493.89,SPEAKER_03,Looks like we're pretty much decided on some kind of flexible rubber.,0.9087
241,1494.47,1500.42,SPEAKER_03,"So I'd have to say, depending on how flexible it is, we might need to have some kind of inner frame.",0.8535
242,1500.93,1502.95,SPEAKER_02,"Yeah, I would say definitely.",0.7112
243,1503.01,1519.61,SPEAKER_02,"I mean, the idea of having it articulated, there would be basically two points of articulation, one below and one above the main grip.",0.7535
244,1519.59,1523.02,SPEAKER_03,Do you think there's any way we could maybe remove the articulation?,0.6271
245,1523.12,1529.04,SPEAKER_03,"I can see why it looks appealing, but it could be a weak point in the structure, do you think?",0.8358
246,1529.72,1530.78,SPEAKER_03,That would be a worry of mine.,0.8723
247,1531.52,1535.37,SPEAKER_00,"If you're going with the fruit and veg thing, it looks like a banana.",0.3486
248,1535.35,1541.18,SPEAKER_02,I don't think it would be a structural weakness.,0.7816
249,1541.38,1546.48,SPEAKER_02,"If you have a firm substructure, you can then incorporate articulation into that.",0.895
250,1546.85,1559.2,SPEAKER_02,"If you then have an outer skin of flexible, spongy rubber, then you have something that is very much organic and I think would look...",0.8226
251,1559.18,1561.6,SPEAKER_02,"I mean, rather cool.",0.7325
252,1561.62,1563.82,SPEAKER_02,"I mean, my drawing there doesn't do it justice.",0.6916
253,1563.88,1570.11,SPEAKER_02,It makes you look a little bit more like a vibrator than a remote control.,0.5741
254,1570.29,1572.23,SPEAKER_02,"Yeah, we won't add that functionality.",0.7213
255,1573.71,1586.92,SPEAKER_03,"One interesting point is, I don't know how serious you were there, but if we take some of the ideas of a banana, why don't we make this damn thing yellow to incorporate the color of the logo?",0.7964
256,1586.9,1592.04,SPEAKER_03,sure yeah I don't know it's certainly a different color from your average um,0.7582
257,1593.52,1595.08,SPEAKER_02,"Make it harder to lose, as well.",0.7837
258,1596.36,1596.46,SPEAKER_01,Yeah.,0.072
259,1596.48,1597.9,SPEAKER_01,That's true.,0.1905
260,1597.92,1599.49,SPEAKER_01,Was there anything in your research?,0.7508
261,1600.27,1603.19,SPEAKER_01,The noise for when you lose the banana.,0.9276
262,1604.41,1606.78,SPEAKER_01,"Yeah, for when you lose the remote control.",0.5715
263,1606.8,1614.8,SPEAKER_01,"It could be like a monkey noise or something like that, rather than a standard V. You know, you lose the monkey, that banana.",0.7572
264,1614.82,1616.16,SPEAKER_01,You lose the monkey.,0.1837
265,1616.18,1622.53,SPEAKER_01,"You lose the banana, you press a button, and you hear like monkey screams or something like that to direct you towards the banana.",0.8252
266,1622.51,1629.7,SPEAKER_02,"I think that's something that could perhaps be programmable, though maybe we have monkey as default.",0.6314
267,1630.0,1632.99,SPEAKER_01,"Oh, I was going to talk about the programmable remote control.",0.8166
268,1633.55,1636.93,SPEAKER_01,"Now, I think it would be cool if you had one remote control that can work with all TVs.",0.7267
269,1637.08,1642.7,SPEAKER_01,"You know, you click a button and it finds the frequency that works with your particular television.",0.8341
270,1643.43,1644.99,SPEAKER_01,But why you'd need to program it?,0.8901
271,1645.43,1647.79,SPEAKER_01,"Like as a standard feature, I don't know.",0.8137
272,1647.88,1659.96,SPEAKER_02,"Well, basically, for each manufacturer, we'll have a particular command set that the TV responds to.",0.8348
273,1660.07,1663.45,SPEAKER_02,It's not simply a matter of frequency.,0.7559
274,1665.09,1670.88,SPEAKER_02,Usually what's done is you have this big booklet full of different possibilities.,0.8476
275,1670.89,1676.76,SPEAKER_02,You'll have all of them programmed into the remote and you'll have this little booklet of codes.,0.8155
276,1677.46,1688.58,SPEAKER_02,You then find your manufacturer and try the different codes that come under that manufacturer's name until you find the right one.,0.8381
277,1688.56,1692.61,SPEAKER_01,That's because televisions don't give the remote control any type of feedback when you send it.,0.7262
278,1694.77,1710.87,SPEAKER_02,That's quite annoying and we probably would still have to do that but if we had some sort of hookup to your computer as an option then if you've got a computer you can avoid that rather irritating.,0.8484
279,1710.85,1738.82,SPEAKER_03,an interesting point is that if the person doesn't have the computer we can still make the process easier because instead of having to look up codes maybe we can have it for one of the options they have is that they look up the name of a company on the LCD and then maybe look up different names of the different actual units that have been produced or we have the remote control just go through them until it's like does this do the correct function and such,0.8007
280,1738.9,1743.36,SPEAKER_01,Is it actually a book of names to digits or is it like a few pages?,0.7536
281,1744.12,1745.29,SPEAKER_02,"Um, booklet.",0.889
282,1746.09,1746.85,SPEAKER_02,Some pages.,0.9435
283,1747.33,1758.4,SPEAKER_01,"I was just thinking, if we were to store this information, some type of mapping, this person probably need to use this feature like once, you know, when they first buy the remote control or whenever they buy a new television.",0.7033
284,1758.42,1759.64,SPEAKER_01,So once there is...,0.587
285,1759.66,1761.35,SPEAKER_01,"It doesn't have to be used very often, that's right.",0.2746
286,1761.45,1761.87,SPEAKER_01,Yeah.,0.743
287,1761.85,1763.85,SPEAKER_02,But it's a nuisance.,0.5913
288,1764.27,1769.54,SPEAKER_02,And it's a nuisance very close to actually purchasing it.,0.8785
289,1770.06,1772.32,SPEAKER_02,So it's something you'd like to be thinking about.,0.8811
290,1772.4,1785.44,SPEAKER_02,"If there's one in the shop that says it can avoid much of that nuisance, you might be favorably inclined towards it.",0.886
291,1787.16,1792.77,SPEAKER_03,"OK, this is just to give us a rough idea of what we're meant to be doing for the next stage.",0.693
292,1792.97,1795.53,SPEAKER_03,I'm pretty sure that you got that anyway.,0.6604
293,1795.57,1796.69,SPEAKER_03,This was a conceptual one.,0.7466
