segment_id,start,end,speaker_id,transcript,asr_confidence
83,656.54,658.86,SPEAKER_00,"Hardly what I'd call the best drawing in the world, but it'll do for now.",0.5838
84,659.72,664.85,SPEAKER_00,"Also not quite as feared as your average tiger, but cats are one of my favorite animals.",0.8354
85,664.99,666.51,SPEAKER_00,They're very independent.,0.7677
86,666.83,668.86,SPEAKER_00,They're snotty as hell at the best of times.,0.8479
87,670.48,672.22,SPEAKER_00,And what can you say?,0.4944
88,672.24,674.33,SPEAKER_00,You've got all of those qualities in an animal.,0.7698
89,680.45,680.77,SPEAKER_00,Right.,0.809
90,681.55,684.22,SPEAKER_00,I think we've all managed to master every whiteboard there by looks of it.,0.8394
91,685.38,688.0,SPEAKER_00,"So onto it, project finance.",0.763
92,688.59,692.63,SPEAKER_00,"As you can see, 2.5 euros per unit.",0.8346
93,693.96,695.96,SPEAKER_00,That's not a terrible lot as far as I'm aware.,0.7721
94,696.56,697.72,SPEAKER_00,And we're hoping to sell them for 25.,0.7574
95,697.94,702.15,SPEAKER_00,"If we're aiming for 50 million euros, we're going to have to be selling an awful lot of them.",0.5026
96,705.58,710.1,SPEAKER_01,"Oh, that was profit aim, that was an amount, so that's the amount made.",0.6899
97,710.12,711.14,SPEAKER_00,"Yeah, okay.",0.4595
98,711.16,718.81,SPEAKER_00,"Well, 50 million and if you're making 12.5 euros in each one then, yeah, awful lot need to be sold.",0.8218
99,721.27,725.11,SPEAKER_00,"Okay, now we better actually just get on with the meat of the project.",0.7731
100,725.99,728.44,SPEAKER_00,So I'm gonna guess that we've all used remote controls.,0.6705
101,730.96,735.14,SPEAKER_00,Any ideas of where you think a new remote control could go into this market?,0.7915
102,736.96,755.85,SPEAKER_02,"Well, one thing I'm aware of is that at the sort of very high price end of the market there's an emerging market for touch screen LCD remotes that can be programmed in much more sophisticated ways in the sort of conventional model so you get the sort of",0.7471
103,755.83,773.25,SPEAKER_02,"You can redesign the interface to your own needs, you can program in macros, and you get a much greater degree, I mean you get these three and one five and one whatever, but you can get integration between the different",0.8081
104,773.23,792.55,SPEAKER_02,"The different things that are designed to control to a much greater extent, you can have one macro to turn the TV to the right channel, rewind the tape and the VCR and get it to play once it's rewind, for instance.",0.8076
105,792.53,811.37,SPEAKER_02,It occurs to me there might be a niche for a remote that aimed towards some of that sort of functionality but using a conventional push button design and therefore putting it into a much lower price bracket.,0.8367
106,812.63,814.37,SPEAKER_00,"Okay, that's true.",0.7003
107,814.53,820.21,SPEAKER_00,"With the price range we're looking at, going for a touch screen would probably be possible.",0.7424
108,821.35,825.68,SPEAKER_00,"But you think, again, something to control multiple units in a simple fashion.",0.8558
109,825.96,835.3,SPEAKER_02,"Yeah, I mean you get ones that you can switch between multiple units, but something that could operate between multiple units in a more integrated fashion.",0.7748
110,836.48,844.8,SPEAKER_02,And ideally something into which we should have some at least limited facility for running macros.,0.8624
111,845.6,853.35,SPEAKER_00,"Would the idea of something along the lines of one on-button would turn on, say, the video recorded to TV, maybe the sound system as well, all in one go?",0.7289
112,853.47,855.65,SPEAKER_00,Is that for instance?,0.8307
113,855.67,862.1,SPEAKER_02,"For instance, I say, oh, oh, oh.",0.388
114,862.12,868.61,SPEAKER_02,"Or you press, say, the play button for the DVD player, and it turns the TV on and on to the right channel as well.",0.7719
115,871.05,875.39,SPEAKER_00,"OK. That sounds like a good, strong idea.",0.8384
116,877.73,879.56,SPEAKER_00,Any Texanish?,0.801
117,879.58,884.86,SPEAKER_01,"Well, I've noticed that gaming is becoming quite popular with television.",0.852
118,886.07,893.48,SPEAKER_01,"When I was younger, we used to play games using the cable, using the cable, subscribed cable providers.",0.7018
119,894.58,896.72,SPEAKER_01,But our remote controls get worn out really easily.,0.7561
120,897.36,902.95,SPEAKER_01,And the remote control is not a great kind of keypad for playing games.,0.778
121,903.41,904.86,SPEAKER_01,So perhaps one that was more,0.8152
122,906.44,909.14,SPEAKER_01,specialized for game playing or interactive television.,0.7167
123,910.04,917.22,SPEAKER_01,They recently brought out this new remote control for people to set their favorite channels or to record things.,0.8463
124,917.72,926.91,SPEAKER_01,"Instead of people entering in what time things start, you simply slide a bar to say what time it begins and slide another bar to say what time it ends.",0.8137
125,927.19,930.4,SPEAKER_00,"You know, that's... Yeah, I've heard I've seen the barcode design before, yeah.",0.4882
126,930.82,932.36,SPEAKER_01,It's taken out the,0.8202
127,933.93,937.75,SPEAKER_01,You don't have to be really clever to use a remote control.,0.8263
128,937.77,942.5,SPEAKER_01,"And I think for gaming, you want some big buttons for up, down, left, and right, and shoot.",0.7537
129,945.01,952.46,SPEAKER_01,"You want to be able to change angles and interact with television, so you need buttons to change the camera angles and stuff like that.",0.6982
130,953.03,956.6,SPEAKER_00,"Okay, well, we're beginning to run out of time now, so we've got a couple of ideas.",0.7744
131,956.62,959.56,SPEAKER_00,We'll have to work fast.,0.7474
132,961.32,972.42,SPEAKER_00,"As you can see, we've got 30 minutes until the next meeting, so we'll have to try and decide on some of the basic functionality, how the user interface might work.",0.6867
133,972.82,982.41,SPEAKER_00,"That'll be a key aspect, especially if the idea of some kind of macro facility, because you have to program it, you have to have a lot of response back, or at least some kind.",0.7849
134,982.39,992.03,SPEAKER_00,And we're going to maybe try and have to figure out what the user wants.,0.5013
135,992.17,993.35,SPEAKER_00,"What the user wants, yes.",0.7908
136,993.67,993.81,SPEAKER_00,OK.,0.521
137,996.34,996.72,SPEAKER_00,Right.,0.824
138,997.04,1001.17,SPEAKER_00,"Has anybody got anything they'd like to add at this stage, anything they think that might have been missed so far?",0.7267
139,1002.51,1006.15,SPEAKER_03,"Well, when you're talking about game and stuff, do you think they should have some sort of",0.5001
140,1007.18,1009.29,SPEAKER_03,stick on it rather than buttons.,0.6135
141,1009.55,1010.21,SPEAKER_03,"Oh, okay, that's it.",0.3772
142,1010.23,1017.24,SPEAKER_03,"Like, control pads, you know, of games, but is that a bit ridiculous?",0.5545
143,1017.26,1018.06,SPEAKER_00,I don't see why not.,0.924
144,1018.1,1023.03,SPEAKER_00,"Almost everybody's probably used to a console by now, and all of them incorporate small d-pads on them.",0.7755
145,1023.39,1026.17,SPEAKER_00,"In fact, even the mobile phones these days are beginning to use them as well.",0.7653
146,1026.23,1031.38,SPEAKER_00,So it's probably an interface that most people are used to.,0.8382
147,1033.15,1037.85,SPEAKER_00,and that could allow easy navigation users a joystick as well.,0.7633
148,1045.64,1070.74,SPEAKER_02,"Maybe the other key feature that there would be a good idea of building is to make something fairly sort of ergonomic, something that just fits as comfortably as possible into the hand, which of course also allows for the possibility of a more sort of slightly unconventional, attractive",0.7196
149,1072.4,1074.4,SPEAKER_02,shape for it overall.,0.8813
150,1075.69,1081.49,SPEAKER_00,"So small, stylish, and something that's just a little bit different.",0.6154
151,1081.51,1087.72,SPEAKER_02,"Slightly sort of biomorphic in forms, which would need to be sort of conformed to the shape of the hand more efficiently anyway.",0.7574
152,1088.68,1092.2,SPEAKER_00,"Okay, that's definitely something that we should be able to do quite easily.",0.788
153,1093.6,1094.67,SPEAKER_00,I would have hoped so anyway.,0.7872
154,1096.55,1097.13,SPEAKER_00,Right.,0.714
155,1100.32,1109.11,SPEAKER_00,"I'd say we finish this one up, we'll get started, I'll write up what we've kind of quickly done, and I'll get that out to everybody.",0.7386
156,1110.27,1110.73,SPEAKER_00,OK. Yeah?,0.5575
157,1111.27,1111.81,SPEAKER_00,Sure.,0.378
158,1111.83,1119.18,SPEAKER_01,"OK. Me and Gideon, I guess.",0.502
159,1119.27,1127.86,SPEAKER_00,"As far as I'm aware, we leave the microphones here, unless we're told otherwise, and just take the laptop for us.",0.7205
