segment_id,start,end,speaker_id
111,867.98,870.24,SPEAKER_03
112,871.61,872.18,SPEAKER_02
113,872.18,908.33,SPEAKER_00
114,909.14,917.69,SPEAKER_00
115,918.15,925.24,SPEAKER_02
116,925.24,925.56,SPEAKER_00
117,925.56,926.97,SPEAKER_02
118,926.97,967.63,SPEAKER_00
119,969.04,1003.89,SPEAKER_00
120,1004.87,1109.24,SPEAKER_00
121,1111.22,1112.43,SPEAKER_00
122,1112.43,1128.02,SPEAKER_01
123,1128.02,1152.12,SPEAKER_00
124,1152.12,1170.03,SPEAKER_03
125,1170.03,1179.71,SPEAKER_02
126,1179.71,1179.73,SPEAKER_01
127,1179.73,1181.06,SPEAKER_02
128,1181.06,1181.58,SPEAKER_01
129,1181.85,1184.01,SPEAKER_01
130,1184.61,1188.35,SPEAKER_03
131,1188.35,1188.39,SPEAKER_00
132,1188.76,1192.82,SPEAKER_02
133,1192.87,1193.16,SPEAKER_02
134,1193.72,1250.62,SPEAKER_00
135,1250.62,1250.97,SPEAKER_01
136,1250.97,1251.43,SPEAKER_00
137,1251.43,1253.13,SPEAKER_01
138,1254.3,1255.55,SPEAKER_00
139,1255.55,1255.56,SPEAKER_01
140,1255.58,1259.18,SPEAKER_01
141,1259.18,1285.97,SPEAKER_00
142,1285.97,1290.82,SPEAKER_03
143,1290.82,1291.15,SPEAKER_00
144,1291.15,1292.54,SPEAKER_03
145,1292.54,1311.91,SPEAKER_00
146,1311.91,1327.57,SPEAKER_02
147,1328.38,1330.03,SPEAKER_00
148,1330.03,1341.31,SPEAKER_03
149,1341.31,1345.12,SPEAKER_00
150,1345.12,1345.15,SPEAKER_03
151,1345.15,1345.95,SPEAKER_00
152,1345.96,1346.03,SPEAKER_00
153,1346.22,1350.72,SPEAKER_00
154,1350.72,1350.81,SPEAKER_01
155,1350.81,1351.03,SPEAKER_00
156,1351.03,1368.32,SPEAKER_01
157,1368.32,1373.96,SPEAKER_03
158,1374.36,1378.5,SPEAKER_02
159,1378.5,1380.88,SPEAKER_00
160,1380.88,1393.08,SPEAKER_01
161,1393.62,1411.03,SPEAKER_00
162,1413.26,1441.61,SPEAKER_03
163,1441.61,1444.94,SPEAKER_02
164,1445.32,1447.42,SPEAKER_03
165,1447.67,1448.41,SPEAKER_03
166,1448.75,1453.42,SPEAKER_02
167,1453.42,1466.15,SPEAKER_03
168,1466.15,1466.64,SPEAKER_00
169,1466.64,1468.09,SPEAKER_03
170,1469.37,1481.76,SPEAKER_00
171,1481.76,1485.03,SPEAKER_03
172,1485.03,1485.81,SPEAKER_01
173,1485.87,1487.55,SPEAKER_01
174,1489.98,1522.48,SPEAKER_01
175,1522.9,1529.09,SPEAKER_01
176,1531.15,1532.94,SPEAKER_01
177,1534.58,1564.28,SPEAKER_01
178,1564.28,1568.43,SPEAKER_00
179,1568.85,1575.58,SPEAKER_01
180,1575.58,1575.9,SPEAKER_02
181,1575.9,1607.8,SPEAKER_01
182,1609.48,1614.29,SPEAKER_02
183,1615.37,1617.47,SPEAKER_02
184,1618.73,1622.61,SPEAKER_02
185,1622.61,1624.87,SPEAKER_03
186,1627.02,1636.03,SPEAKER_03
187,1636.03,1636.69,SPEAKER_02
188,1636.69,1636.72,SPEAKER_03
189,1636.72,1638.09,SPEAKER_02
190,1638.36,1649.51,SPEAKER_02
191,1649.51,1649.97,SPEAKER_01
192,1649.97,1650.71,SPEAKER_02
193,1650.71,1651.71,SPEAKER_01
194,1651.84,1652.25,SPEAKER_02
195,1655.59,1690.16,SPEAKER_01
196,1690.16,1690.47,SPEAKER_00
197,1690.47,1706.63,SPEAKER_01
198,1708.35,1708.71,SPEAKER_00
199,1708.98,1712.47,SPEAKER_01
200,1716.18,1730.78,SPEAKER_01
201,1730.78,1731.03,SPEAKER_00
202,1731.03,1757.22,SPEAKER_01
203,1757.44,1760.01,SPEAKER_02
204,1760.14,1771.15,SPEAKER_01
205,1773.61,1774.25,SPEAKER_01
206,1776.97,1777.61,SPEAKER_01
207,1780.77,1781.68,SPEAKER_01
208,1782.76,1783.3,SPEAKER_02
209,1787.75,1791.13,SPEAKER_02
210,1791.99,1798.38,SPEAKER_02
211,1801.1,1809.0,SPEAKER_02
212,1809.74,1811.46,SPEAKER_03
213,1811.46,1811.92,SPEAKER_02
214,1811.92,1811.93,SPEAKER_01
215,1813.05,1823.97,SPEAKER_02
216,1823.97,1824.67,SPEAKER_00
217,1824.67,1827.05,SPEAKER_02
218,1827.05,1847.93,SPEAKER_00
219,1848.0,1866.51,SPEAKER_02
220,1866.51,1876.53,SPEAKER_00
221,1876.53,1876.6,SPEAKER_01
222,1876.6,1876.89,SPEAKER_00
223,1876.89,1879.42,SPEAKER_01
224,1880.01,1880.02,SPEAKER_01
225,1880.02,1880.36,SPEAKER_00
226,1880.36,1880.41,SPEAKER_01
227,1880.7,1883.28,SPEAKER_01
228,1883.69,1883.97,SPEAKER_01
229,1883.97,1883.99,SPEAKER_03
230,1883.99,1884.5,SPEAKER_01
231,1884.5,1889.52,SPEAKER_03
232,1890.3,1892.06,SPEAKER_00
233,1892.06,1892.98,SPEAKER_02
234,1893.84,1898.84,SPEAKER_03
235,1899.4,1908.53,SPEAKER_00
236,1908.53,1910.69,SPEAKER_03
237,1912.69,1921.22,SPEAKER_02
238,1921.22,1921.96,SPEAKER_00
239,1921.96,1925.96,SPEAKER_02
240,1928.05,1931.26,SPEAKER_02
241,1934.7,1936.35,SPEAKER_02
242,1936.35,1945.23,SPEAKER_00
243,1945.23,1946.7,SPEAKER_02
244,1946.7,1947.05,SPEAKER_00
245,1947.39,1949.45,SPEAKER_02
246,1950.02,1955.22,SPEAKER_00
247,1956.54,1958.48,SPEAKER_02
248,1959.79,1961.73,SPEAKER_03
249,1961.73,1970.04,SPEAKER_00
250,1970.04,1973.97,SPEAKER_01
251,1977.07,1978.96,SPEAKER_01
252,1980.23,1981.04,SPEAKER_00
253,1981.04,1981.07,SPEAKER_01
254,1981.07,1981.16,SPEAKER_00
255,1981.16,1981.26,SPEAKER_01
256,1981.26,1981.36,SPEAKER_00
257,1981.36,1988.11,SPEAKER_01
258,1988.18,1988.19,SPEAKER_03
259,1988.19,1988.21,SPEAKER_01
260,1988.21,1993.86,SPEAKER_03
261,1995.92,2007.97,SPEAKER_03
262,2007.97,2032.03,SPEAKER_02
263,2032.03,2032.15,SPEAKER_03
264,2032.15,2036.64,SPEAKER_02
265,2037.62,2055.96,SPEAKER_03
266,2055.96,2082.27,SPEAKER_02
267,2082.27,2094.29,SPEAKER_03
268,2094.29,2105.96,SPEAKER_02
269,2105.96,2117.74,SPEAKER_03
270,2117.74,2129.03,SPEAKER_02
271,2129.03,2129.13,SPEAKER_01
272,2129.13,2130.31,SPEAKER_02
273,2130.31,2130.74,SPEAKER_01
274,2130.77,2141.03,SPEAKER_01
275,2141.3,2151.42,SPEAKER_00
276,2152.23,2157.06,SPEAKER_02
277,2157.21,2157.23,SPEAKER_02
278,2157.23,2178.59,SPEAKER_03
279,2180.3,2192.63,SPEAKER_01
280,2192.63,2195.87,SPEAKER_03
281,2195.87,2199.82,SPEAKER_01
282,2201.34,2208.21,SPEAKER_01
283,2217.02,2219.68,SPEAKER_03
284,2220.6,2220.76,SPEAKER_01
285,2221.27,2225.44,SPEAKER_01
286,2225.71,2225.73,SPEAKER_01
287,2225.73,2226.1,SPEAKER_03
288,2226.33,2235.53,SPEAKER_03
289,2235.53,2237.55,SPEAKER_02
290,2237.88,2238.4,SPEAKER_02
291,2238.4,2238.52,SPEAKER_03
292,2238.52,2238.57,SPEAKER_02
293,2238.57,2239.97,SPEAKER_03
294,2239.97,2260.52,SPEAKER_02
295,2260.52,2260.81,SPEAKER_03
296,2261.1,2268.49,SPEAKER_03
297,2268.74,2268.86,SPEAKER_03
298,2268.86,2269.97,SPEAKER_02
299,2269.97,2271.68,SPEAKER_00
300,2271.68,2276.1,SPEAKER_02
301,2276.1,2277.9,SPEAKER_00
302,2277.9,2293.78,SPEAKER_02
303,2296.28,2301.36,SPEAKER_02
304,2301.36,2301.61,SPEAKER_01
305,2301.61,2301.83,SPEAKER_02
306,2301.83,2302.41,SPEAKER_01
307,2302.42,2303.55,SPEAKER_01
308,2305.17,2313.53,SPEAKER_02
309,2313.75,2321.12,SPEAKER_02
310,2321.66,2323.8,SPEAKER_01
311,2325.88,2326.79,SPEAKER_02
312,2328.54,2329.71,SPEAKER_02
313,2331.26,2331.8,SPEAKER_01
