pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,audio_emotion_4class,video_emotion_4class,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral,jsd_text_audio,jsd_text_video,jsd_audio_video,jsd_composite,gender_female,diff_happy,diff_angry,diff_sad,diff_neutral,jsd_max
01_1_1_1_Acalm_Vhappy,1,male,1,1,1,01_02_01_01_01,01_03_01_01_01,neutral,happy,1,0.4612082629440135,0.17859941340782137,0.06317689918473729,0.29701542446342777,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.416632,0.527932,0.040018,0.328194,0,0.09012722738011408,0.0637237202248658,0.13027319787441263,0.10386969071916421,0.527932
01_1_1_1_Acalm_Vneutral,1,male,1,1,1,01_02_01_01_01,01_01_01_01_01,neutral,neutral,0,0.4612082629440135,0.17859941340782137,0.06317689918473729,0.29701542446342777,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.416632,0.421525,0.075531,0.304563,0,0.24145592816083533,0.0821625448294992,0.17266017894050426,0.013366795609168258,0.421525
01_1_1_1_Acalm_Vsad,1,male,1,1,1,01_02_01_01_01,01_04_01_01_01,neutral,sad,1,0.4612082629440135,0.17859941340782137,0.06317689918473729,0.29701542446342777,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.416632,0.446261,0.087259,0.316717,0,0.2534761972639492,0.10786810820274789,0.18301619469369815,0.03740810563249669,0.446261
01_1_1_1_Acalm_Vsurprised,1,male,1,1,1,01_02_01_01_01,01_08_01_01_01,neutral,neutral,0,0.4612082629440135,0.17859941340782137,0.06317689918473729,0.29701542446342777,0.20691237219424596,0.2878805770032959,0.24036103601805117,0.264846014784407,0.004626,0.024107,0.005878,0.965388,0.416632,0.440459,0.085568,0.314219,0,0.25429589074976755,0.10928116359547452,0.17718413683331388,0.032169409679020766,0.440459
01_1_1_1_Adisgust_Vangry,1,male,1,1,1,01_07_01_01_01,01_05_01_01_01,neutral,angry,1,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.20780825744802803,0.296041742880665,0.23874055475453249,0.2574094449167745,0.004626,0.024107,0.005878,0.965388,0.505267,0.448304,0.07896,0.344177,0,0.2943464372484407,0.17056397567275142,0.08614477991126535,0.03763768166442383,0.505267
01_1_1_1_Adisgust_Vcalm,1,male,1,1,1,01_07_01_01_01,01_02_01_01_01,neutral,neutral,0,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.25042222736509406,0.2547862066223171,0.22798201017863237,0.2668095558339565,0.004626,0.024107,0.005878,0.965388,0.505267,0.439913,0.054207,0.333129,0,0.2517324673313746,0.12930843941440354,0.07538623533536523,0.04703779258160584,0.505267
01_1_1_1_Adisgust_Vdisgust,1,male,1,1,1,01_07_01_01_01,01_07_01_01_01,neutral,neutral,0,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.2844072219757956,0.3239190648121998,0.22708508612058104,0.16458862709142363,0.004626,0.024107,0.005878,0.965388,0.505267,0.561554,0.062922,0.376581,0,0.21774747272067307,0.19844129760428622,0.0744893112773139,0.055183136160927015,0.561554
01_1_1_1_Adisgust_Vfearful,1,male,1,1,1,01_07_01_01_01,01_06_01_01_01,neutral,neutral,0,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.20665071212753758,0.2902555374097414,0.24140495145212532,0.2616887990105958,0.004626,0.024107,0.005878,0.965388,0.505267,0.443816,0.078635,0.342573,0,0.29550398256893107,0.16477777020182785,0.08880917660885818,0.041917035758245125,0.505267
01_1_1_1_Adisgust_Vhappy,1,male,1,1,1,01_07_01_01_01,01_03_01_01_01,neutral,happy,1,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.505267,0.527932,0.023109,0.352103,0,0.13107365913256924,0.11684536642477361,0.04085432221588278,0.026626029508087096,0.527932
01_1_1_1_Adisgust_Vneutral,1,male,1,1,1,01_07_01_01_01,01_01_01_01_01,neutral,neutral,0,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.505267,0.421525,0.067802,0.331531,0,0.2824023599132905,0.135284191029407,0.0832413032819744,0.06387686560190886,0.505267
01_1_1_1_Adisgust_Vsad,1,male,1,1,1,01_07_01_01_01,01_04_01_01_01,neutral,sad,1,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.505267,0.446261,0.077901,0.343143,0,0.29442262901640437,0.1609897544026557,0.0935973190351683,0.03983555557858043,0.505267
01_1_1_1_Adisgust_Vsurprised,1,male,1,1,1,01_07_01_01_01,01_08_01_01_01,neutral,neutral,0,0.5021546946964687,0.12547776720791357,0.15259577484326714,0.21977176325235065,0.20691237219424596,0.2878805770032959,0.24036103601805117,0.264846014784407,0.004626,0.024107,0.005878,0.965388,0.505267,0.440459,0.078007,0.341244,0,0.2952423225022227,0.16240280979538232,0.08776526117478403,0.04507425153205635,0.505267
01_1_1_1_Afearful_Vangry,1,male,1,1,1,01_06_01_01_01,01_05_01_01_01,neutral,angry,1,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.20780825744802803,0.296041742880665,0.23874055475453249,0.2574094449167745,0.004626,0.024107,0.005878,0.965388,0.565251,0.448304,0.121993,0.378516,0,0.388380519969755,0.15599106399532894,0.14789741237572732,0.08449204359869858,0.565251
01_1_1_1_Afearful_Vcalm,1,male,1,1,1,01_06_01_01_01,01_02_01_01_01,neutral,neutral,0,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.25042222736509406,0.2547862066223171,0.22798201017863237,0.2668095558339565,0.004626,0.024107,0.005878,0.965388,0.565251,0.439913,0.093926,0.366363,0,0.3457665500526889,0.11473552773698106,0.1371388677998272,0.0938921545158806,0.565251
01_1_1_1_Afearful_Vdisgust,1,male,1,1,1,01_06_01_01_01,01_07_01_01_01,neutral,neutral,0,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.2844072219757956,0.3239190648121998,0.22708508612058104,0.16458862709142363,0.004626,0.024107,0.005878,0.965388,0.565251,0.561554,0.089536,0.405447,0,0.3117815554419874,0.18386838592686375,0.13624194374177587,0.008328774226652264,0.565251
01_1_1_1_Afearful_Vfearful,1,male,1,1,1,01_06_01_01_01,01_06_01_01_01,neutral,neutral,0,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.20665071212753758,0.2902555374097414,0.24140495145212532,0.2616887990105958,0.004626,0.024107,0.005878,0.965388,0.565251,0.443816,0.122562,0.37721,0,0.38953806529024537,0.15020485852440538,0.15056180907332015,0.08877139769251988,0.565251
01_1_1_1_Afearful_Vhappy,1,male,1,1,1,01_06_01_01_01,01_03_01_01_01,neutral,happy,1,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.565251,0.527932,0.043123,0.378769,0,0.22510774185388355,0.10227245474735114,0.10260695468034475,0.020228332426187656,0.565251
01_1_1_1_Afearful_Vneutral,1,male,1,1,1,01_06_01_01_01,01_01_01_01_01,neutral,neutral,0,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.565251,0.421525,0.112216,0.366331,0,0.3764364426346048,0.12071127935198453,0.14499393574643638,0.11073122753618361,0.565251
01_1_1_1_Afearful_Vsad,1,male,1,1,1,01_06_01_01_01,01_04_01_01_01,neutral,sad,1,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.565251,0.446261,0.122257,0.377923,0,0.3884567117377187,0.14641684272523323,0.15534995149963027,0.08668991751285518,0.565251
01_1_1_1_Afearful_Vsurprised,1,male,1,1,1,01_06_01_01_01,01_08_01_01_01,neutral,neutral,0,0.596188777417783,0.14005067888533604,0.09084314237880517,0.1729174013180759,0.20691237219424596,0.2878805770032959,0.24036103601805117,0.264846014784407,0.004626,0.024107,0.005878,0.965388,0.565251,0.440459,0.122074,0.375928,0,0.389276405223537,0.14782989811795985,0.149517893639246,0.0919286134663311,0.565251
01_1_1_1_Ahappy_Vangry,1,male,1,1,1,01_03_01_01_01,01_05_01_01_01,happy,angry,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.20780825744802803,0.296041742880665,0.23874055475453249,0.2574094449167745,0.004626,0.024107,0.005878,0.965388,0.449751,0.448304,0.10384,0.333965,0,0.26833494069308395,0.07224718557267101,0.20351357373523143,0.007425818614818558,0.449751
01_1_1_1_Ahappy_Vcalm,1,male,1,1,1,01_03_01_01_01,01_02_01_01_01,happy,neutral,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.25042222736509406,0.2547862066223171,0.22798201017863237,0.2668095558339565,0.004626,0.024107,0.005878,0.965388,0.449751,0.439913,0.083313,0.324326,0,0.22572097077601794,0.030991649314323133,0.19275502915933132,0.001974292302363456,0.449751
01_1_1_1_Ahappy_Vdisgust,1,male,1,1,1,01_03_01_01_01,01_07_01_01_01,happy,neutral,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.2844072219757956,0.3239190648121998,0.22708508612058104,0.16458862709142363,0.004626,0.024107,0.005878,0.965388,0.449751,0.561554,0.089296,0.366867,0,0.1917359761653164,0.10012450750420582,0.19185810510127999,0.1002466364401694,0.561554
01_1_1_1_Ahappy_Vfearful,1,male,1,1,1,01_03_01_01_01,01_06_01_01_01,happy,neutral,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.20665071212753758,0.2902555374097414,0.24140495145212532,0.2616887990105958,0.004626,0.024107,0.005878,0.965388,0.449751,0.443816,0.10477,0.332779,0,0.26949248601357445,0.06646098010174745,0.20617797043282426,0.003146464520997261,0.449751
01_1_1_1_Ahappy_Vhappy,1,male,1,1,1,01_03_01_01_01,01_03_01_01_01,happy,happy,0,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.449751,0.527932,0.052504,0.343396,0,0.10506216257721257,0.018528576324693208,0.15822311603984887,0.07168952978732948,0.527932
01_1_1_1_Ahappy_Vneutral,1,male,1,1,1,01_03_01_01_01,01_01_01_01_01,happy,neutral,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.449751,0.421525,0.096134,0.32247,0,0.2563908633579338,0.0369674009293266,0.2006100971059405,0.018813365322666475,0.449751
01_1_1_1_Ahappy_Vsad,1,male,1,1,1,01_03_01_01_01,01_04_01_01_01,happy,sad,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.449751,0.446261,0.105995,0.334002,0,0.26841113246104764,0.0626729643025753,0.21096611285913439,0.005227944700661957,0.449751
01_1_1_1_Ahappy_Vsurprised,1,male,1,1,1,01_03_01_01_01,01_08_01_01_01,happy,neutral,1,0.476143198141112,0.22379455730799397,0.035226981019301044,0.26483526353159303,0.20691237219424596,0.2878805770032959,0.24036103601805117,0.264846014784407,0.004626,0.024107,0.005878,0.965388,0.449751,0.440459,0.104044,0.331418,0,0.26923082594686604,0.06408601969530192,0.20513405499875012,1.0751252813967493e-05,0.449751
01_1_1_1_Aneutral_Vangry,1,male,1,1,1,01_01_01_01_01,01_05_01_01_01,neutral,angry,1,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.20780825744802803,0.296041742880665,0.23874055475453249,0.2574094449167745,0.004626,0.024107,0.005878,0.965388,0.427276,0.448304,0.070856,0.315479,0,0.23192916725452936,0.09357244756905042,0.16551442780230732,0.027157708116828383,0.448304
01_1_1_1_Aneutral_Vcalm,1,male,1,1,1,01_01_01_01_01,01_02_01_01_01,neutral,neutral,0,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.25042222736509406,0.2547862066223171,0.22798201017863237,0.2668095558339565,0.004626,0.024107,0.005878,0.965388,0.427276,0.439913,0.051437,0.306209,0,0.18931519733746333,0.05231691131070254,0.1547558832264072,0.01775759719964637,0.439913
01_1_1_1_Aneutral_Vdisgust,1,male,1,1,1,01_01_01_01_01,01_07_01_01_01,neutral,neutral,0,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.2844072219757956,0.3239190648121998,0.22708508612058104,0.16458862709142363,0.004626,0.024107,0.005878,0.965388,0.427276,0.561554,0.063837,0.350889,0,0.1553302027267618,0.12144976950058523,0.15385895916835587,0.11997852594217923,0.561554
01_1_1_1_Aneutral_Vfearful,1,male,1,1,1,01_01_01_01_01,01_06_01_01_01,neutral,neutral,0,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.20665071212753758,0.2902555374097414,0.24140495145212532,0.2616887990105958,0.004626,0.024107,0.005878,0.965388,0.427276,0.443816,0.071202,0.314098,0,0.2330867125750198,0.08778624209812685,0.16817882449990015,0.022878354023007086,0.443816
01_1_1_1_Aneutral_Vhappy,1,male,1,1,1,01_01_01_01_01,01_03_01_01_01,neutral,happy,1,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.427276,0.527932,0.030009,0.328406,0,0.06865638913865796,0.039853838321072615,0.12022397010692476,0.0914214192893393,0.527932
01_1_1_1_Aneutral_Vneutral,1,male,1,1,1,01_01_01_01_01,01_01_01_01_01,neutral,neutral,0,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.427276,0.421525,0.062101,0.303634,0,0.2199850899193792,0.05829266292570601,0.16261095117301638,0.0009185241793433496,0.427276
01_1_1_1_Aneutral_Vsad,1,male,1,1,1,01_01_01_01_01,01_04_01_01_01,neutral,sad,1,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.427276,0.446261,0.071968,0.315168,0,0.23200535902249306,0.0839982262989547,0.17296696692621027,0.024959834202671782,0.446261
01_1_1_1_Aneutral_Vsurprised,1,male,1,1,1,01_01_01_01_01,01_08_01_01_01,neutral,neutral,0,0.4397374247025574,0.20246929531161456,0.07322612695222516,0.28456715303360286,0.20691237219424596,0.2878805770032959,0.24036103601805117,0.264846014784407,0.004626,0.024107,0.005878,0.965388,0.427276,0.440459,0.070428,0.312721,0,0.23282505250831143,0.08541128169168133,0.167134909065826,0.019721138249195858,0.440459
01_1_1_1_Asad_Vangry,1,male,1,1,1,01_04_01_01_01,01_05_01_01_01,sad,angry,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.20780825744802803,0.296041742880665,0.23874055475453249,0.2574094449167745,0.004626,0.024107,0.005878,0.965388,0.410631,0.448304,0.053762,0.304232,0,0.1979758276970988,0.16228646640379552,0.08239815404449238,0.046708792751189165,0.448304
01_1_1_1_Asad_Vcalm,1,male,1,1,1,01_04_01_01_01,01_02_01_01_01,sad,neutral,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.25042222736509406,0.2547862066223171,0.22798201017863237,0.2668095558339565,0.004626,0.024107,0.005878,0.965388,0.410631,0.439913,0.032945,0.294496,0,0.15536185778003275,0.12103093014544763,0.07163960946859227,0.03730868183400715,0.439913
01_1_1_1_Asad_Vdisgust,1,male,1,1,1,01_04_01_01_01,01_07_01_01_01,sad,neutral,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.2844072219757956,0.3239190648121998,0.22708508612058104,0.16458862709142363,0.004626,0.024107,0.005878,0.965388,0.410631,0.561554,0.057065,0.343083,0,0.12137686316933122,0.19016378833533032,0.07074268541054093,0.13952961057654,0.561554
01_1_1_1_Asad_Vfearful,1,male,1,1,1,01_04_01_01_01,01_06_01_01_01,sad,neutral,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.20665071212753758,0.2902555374097414,0.24140495145212532,0.2616887990105958,0.004626,0.024107,0.005878,0.965388,0.410631,0.443816,0.052878,0.302442,0,0.19913337301758924,0.15650026093287195,0.08506255074208521,0.04242943865736787,0.443816
01_1_1_1_Asad_Vhappy,1,male,1,1,1,01_04_01_01_01,01_03_01_01_01,sad,happy,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.410631,0.527932,0.022456,0.32034,0,0.034703049581227385,0.10856785715581771,0.03710769634910982,0.11097250392370009,0.527932
01_1_1_1_Asad_Vneutral,1,male,1,1,1,01_04_01_01_01,01_01_01_01_01,sad,neutral,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.410631,0.421525,0.041382,0.291179,0,0.18603175036194863,0.1270066817604511,0.07949467741520144,0.020469608813704132,0.421525
01_1_1_1_Asad_Vsad,1,male,1,1,1,01_04_01_01_01,01_04_01_01_01,sad,sad,0,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.410631,0.446261,0.052523,0.303138,0,0.19805201946506248,0.1527122451336998,0.08985069316839533,0.044510918837032565,0.446261
01_1_1_1_Asad_Vsurprised,1,male,1,1,1,01_04_01_01_01,01_08_01_01_01,sad,neutral,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.20691237219424596,0.2878805770032959,0.24036103601805117,0.264846014784407,0.004626,0.024107,0.005878,0.965388,0.410631,0.440459,0.051953,0.301014,0,0.19887171295088085,0.15412530052642642,0.08401863530801107,0.03927222288355664,0.440459
01_1_1_1_Asurprised_Vangry,1,male,1,1,1,01_08_01_01_01,01_05_01_01_01,neutral,angry,1,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.20780825744802803,0.296041742880665,0.23874055475453249,0.2574094449167745,0.004626,0.024107,0.005878,0.965388,0.4722,0.448304,0.062267,0.32759,0,0.24063177037826847,0.0759286548765217,0.14942715489498076,0.015275960606766004,0.4722
01_1_1_1_Asurprised_Vcalm,1,male,1,1,1,01_08_01_01_01,01_02_01_01_01,neutral,neutral,0,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.25042222736509406,0.2547862066223171,0.22798201017863237,0.2668095558339565,0.004626,0.024107,0.005878,0.965388,0.4722,0.439913,0.044475,0.318862,0,0.19801780046120243,0.03467311861817382,0.13866861031908068,0.024676071523948018,0.4722
01_1_1_1_Asurprised_Vdisgust,1,male,1,1,1,01_08_01_01_01,01_07_01_01_01,neutral,neutral,0,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.2844072219757956,0.3239190648121998,0.22708508612058104,0.16458862709142363,0.004626,0.024107,0.005878,0.965388,0.4722,0.561554,0.048287,0.36068,0,0.1640328058505009,0.1038059768080565,0.1377716862610293,0.07754485721858484,0.561554
01_1_1_1_Asurprised_Vfearful,1,male,1,1,1,01_08_01_01_01,01_06_01_01_01,neutral,neutral,0,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.20665071212753758,0.2902555374097414,0.24140495145212532,0.2616887990105958,0.004626,0.024107,0.005878,0.965388,0.4722,0.443816,0.062924,0.326313,0,0.24178931569875892,0.07014244940559813,0.1520915515925736,0.0195553147005873,0.4722
01_1_1_1_Asurprised_Vhappy,1,male,1,1,1,01_08_01_01_01,01_03_01_01_01,neutral,happy,1,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.4722,0.527932,0.019179,0.33977,0,0.07735899226239706,0.022210045628543895,0.10413669719959821,0.04898775056574492,0.527932
01_1_1_1_Asurprised_Vneutral,1,male,1,1,1,01_08_01_01_01,01_01_01_01_01,neutral,neutral,0,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.21975233478317818,0.26076195823732057,0.23583707812524154,0.2836486288542595,0.004626,0.024107,0.005878,0.965388,0.4722,0.421525,0.055927,0.316551,0,0.2286876930431183,0.04064887023317729,0.14652367826568985,0.04151514454425104,0.4722
01_1_1_1_Asurprised_Vsad,1,male,1,1,1,01_08_01_01_01,01_04_01_01_01,neutral,sad,1,0.4484400278262965,0.22011308800414328,0.08931339985955171,0.24213348431000847,0.20773206568006433,0.28646752161056926,0.24619309387843544,0.2596073188309311,0.004626,0.024107,0.005878,0.965388,0.4722,0.446261,0.063484,0.327315,0,0.24070796214623216,0.06635443360642598,0.15687969401888374,0.017473834520922604,0.4722
