pair_id,actor,gender,statement,intensity,repetition,audio_clip_id,video_clip_id,label,p_audio_happy,p_audio_angry,p_audio_sad,p_audio_neutral,p_video_happy,p_video_angry,p_video_sad,p_video_neutral,p_text_happy,p_text_angry,p_text_sad,p_text_neutral,jsd_text_audio,jsd_text_video,jsd_audio_video,jsd_composite,gender_female,diff_happy,diff_angry,diff_sad,diff_neutral,jsd_max
23_2_1_1_Aangry_Vsad,23,male,2,1,1,23_05_01_02_01,23_04_01_02_01,1,0.2319082864218134,0.6903628452088375,0.006797239501823304,0.07093162886752578,0.23242437072774752,0.24874557907452632,0.22860340888415728,0.2902266413135689,0.008141,0.007626,0.011831,0.972402,0.748277,0.42455,0.224953,0.465927,0,0.0005160843059341114,0.4416172661343112,0.22180616938233397,0.2192950124460431,0.748277
18_2_1_2_Aangry_Vangry,18,female,2,1,2,18_05_01_02_02,18_05_01_02_02,0,0.1885705431181381,0.7043886537594665,0.016038995871462344,0.09100180725093318,0.22694921653286085,0.2773631658781503,0.24631430309394012,0.2493733144950488,0.008141,0.007626,0.011831,0.972402,0.707289,0.468502,0.185828,0.453873,1,0.03837867341472276,0.42702548788131617,0.23027530722247777,0.1583715072441156,0.707289
11_1_2_2_Asurprised_Vsad,11,male,1,2,2,11_08_02_01_02,11_04_02_01_02,1,0.34582540753536145,0.5445077646118341,0.029234378137883793,0.08043244971492065,0.2262557420911506,0.2644466976853143,0.2731254724533649,0.23617208777017012,0.004626,0.024107,0.005878,0.965388,0.694266,0.473729,0.155533,0.441176,0,0.11956966544421085,0.28006106692651983,0.2438910943154811,0.15573963805524949,0.694266
20_2_1_1_Afearful_Vhappy,20,female,2,1,1,20_06_01_02_01,20_03_01_02_01,1,0.3701435782608154,0.13165870061097387,0.06053623079851042,0.4376614903297003,0.2890461273749526,0.2354854076843913,0.2623256384037986,0.21314282653685745,0.008141,0.007626,0.011831,0.972402,0.297042,0.510603,0.091903,0.299849,1,0.08109745088586279,0.10382670707341743,0.20178940760528816,0.22451866379284285,0.510603
24_2_2_1_Asad_Vsurprised,24,female,2,2,1,24_04_02_02_01,24_08_02_02_01,1,0.7515652027114174,0.06507579953963365,0.11889791246633441,0.06446108528261454,0.22070801386241334,0.2655791972757961,0.3048197011927972,0.20889308766899334,0.008141,0.007626,0.011831,0.972402,0.747086,0.515541,0.216934,0.493187,1,0.530857188849004,0.20050339773616244,0.1859217887264628,0.1444320023863788,0.747086
03_1_2_2_Aangry_Vsad,3,male,1,2,2,03_05_02_01_02,03_04_02_01_02,1,0.40723049658978855,0.46315921181556,0.05150456935002533,0.07810572224462617,0.24392855898326193,0.29082435191496436,0.2874212208409926,0.17782586826078117,0.004626,0.024107,0.005878,0.965388,0.698566,0.544801,0.108943,0.45077,0,0.16330193760652661,0.17233485990059566,0.23591665149096724,0.099720146016155,0.698566
09_1_2_1_Ahappy_Vsad,9,male,1,2,1,09_03_02_01_01,09_04_02_01_01,1,0.7562667184797637,0.12941791626615629,0.04295420669941628,0.07136115855466388,0.2192257613595515,0.32882897250673254,0.2996752130526488,0.15227005308106709,0.004626,0.024107,0.005878,0.965388,0.731136,0.578411,0.233996,0.514514,0,0.5370409571202122,0.19941105624057626,0.25672100635323253,0.08090889452640321,0.731136
13_2_1_1_Aangry_Vangry,13,male,2,1,1,13_05_01_02_01,13_05_01_02_01,0,0.13609787958801595,0.7312160283351221,0.006760115189070231,0.12592597688779167,0.22927875710373183,0.25903755133320755,0.23509885058367996,0.27658484097938074,0.008141,0.007626,0.011831,0.972402,0.655838,0.438826,0.212788,0.435817,0,0.09318087751571588,0.47217847700191456,0.22833873539460972,0.15065886409158907,0.655838
16_2_2_1_Aangry_Vdisgust,16,female,2,2,1,16_05_02_02_01,16_07_02_02_01,1,0.0720601102912784,0.9076010169047096,0.003615858511967941,0.0167230142920438,0.2710281027796396,0.2549864034914448,0.2810598379515551,0.19292565577736046,0.008141,0.007626,0.011831,0.972402,0.881946,0.535583,0.375576,0.597701,1,0.19896799248836122,0.6526146134132649,0.27744397943958715,0.17620264148531667,0.881946
04_1_2_1_Afearful_Vhappy,4,female,1,2,1,04_06_02_01_01,04_03_02_01_01,1,0.5003795155872729,0.3547985080297901,0.053290226696421875,0.091531749686515,0.3298925474382307,0.26211994847784026,0.22854241217174281,0.17944509191218638,0.004626,0.024107,0.005878,0.965388,0.677867,0.544326,0.070571,0.430921,1,0.17048696814904218,0.09267855955194987,0.17525218547532095,0.08791334222567139,0.677867
04_1_1_1_Asad_Vsad,4,female,1,1,1,04_04_01_01_01,04_04_01_01_01,0,0.2363791474351803,0.2683909365175006,0.05636752461781205,0.4388623914295071,0.21404616180108632,0.26369528443104706,0.27970558583184507,0.24255296793602166,0.004626,0.024107,0.005878,0.965388,0.280258,0.466421,0.079502,0.275394,1,0.02233298563409397,0.004695652086453561,0.22333806121403302,0.19630942349348546,0.466421
19_1_1_2_Ahappy_Vangry,19,male,1,1,2,19_03_01_01_02,19_05_01_01_02,1,0.6533501137663038,0.17137069375325592,0.043234462600925325,0.132044729879515,0.3094434862505522,0.26872482276724047,0.21362592813776665,0.20820576284444064,0.004626,0.024107,0.005878,0.965388,0.623514,0.507282,0.10379,0.411529,0,0.34390662751575163,0.09735412901398455,0.1703914655368413,0.07616103296492566,0.623514
15_2_1_2_Aneutral_Vsurprised,15,male,2,1,2,15_01_01_02_02,15_08_01_02_02,0,0.2982141018733151,0.37247907249626777,0.029881938245006855,0.29942488738541034,0.2722986910488734,0.2586253110603927,0.22364385691403404,0.24543214097669983,0.008141,0.007626,0.011831,0.972402,0.42732,0.473168,0.070248,0.323579,0,0.02591541082444171,0.11385376143587506,0.1937619186690272,0.05399274640871052,0.473168
09_1_2_2_Aangry_Vsad,9,male,1,2,2,09_05_02_01_02,09_04_02_01_02,1,0.5110997938409202,0.4028271356952496,0.019043292688973854,0.06702977777485634,0.2099490976944095,0.3214994420992819,0.31322126842565157,0.15533019178065705,0.004626,0.024107,0.005878,0.965388,0.725293,0.574365,0.176608,0.492089,0,0.3011506961465107,0.0813276935959677,0.2941779757366777,0.0883004140058007,0.725293
24_2_1_1_Ahappy_Vneutral,24,female,2,1,1,24_03_01_02_01,24_01_01_02_01,1,0.32063042456691043,0.3535148309045241,0.03127341355684377,0.2945813309717217,0.23592561491175315,0.2521089860100059,0.2650632389649789,0.24690216011326202,0.008141,0.007626,0.011831,0.972402,0.431931,0.471023,0.088452,0.330469,1,0.08470480965515728,0.1014058448945182,0.23378982540813514,0.04767917085845966,0.471023
15_2_2_2_Aangry_Vsad,15,male,2,2,2,15_05_02_02_02,15_04_02_02_02,1,0.1567445700095256,0.7981659876604175,0.005571278154368428,0.03951816417568863,0.22818672868219425,0.26527329989245274,0.2843715170675942,0.22216845435775884,0.008141,0.007626,0.011831,0.972402,0.817243,0.499589,0.28145,0.532761,0,0.07144215867266865,0.5328926877679647,0.2788002389132258,0.1826502901820702,0.817243
05_2_1_1_Aangry_Vhappy,5,male,2,1,1,05_05_01_02_01,05_03_01_02_01,1,0.5230892389506682,0.21866255561181241,0.050013667804460926,0.20823453763305852,0.3347358901144475,0.23882098967112889,0.2527756093555554,0.17366751085886822,0.008141,0.007626,0.011831,0.972402,0.527062,0.561186,0.069999,0.386082,0,0.18835334883622068,0.02015843405931647,0.20276194155109445,0.034567026774190296,0.561186
15_2_1_1_Ahappy_Vcalm,15,male,2,1,1,15_03_01_02_01,15_02_01_02_01,1,0.7340965710390366,0.07437148903867305,0.0394950674212692,0.1520368725010211,0.2350189252739484,0.25876330471189035,0.26656119648882065,0.2396565735253407,0.008141,0.007626,0.011831,0.972402,0.608026,0.479266,0.211529,0.43294,0,0.4990776457650882,0.1843918156732173,0.22706612906755144,0.0876197010243196,0.608026
18_1_1_1_Ahappy_Vsad,18,female,1,1,1,18_03_01_01_01,18_04_01_01_01,1,0.4460466564090386,0.292701022366618,0.03762862521211153,0.22362369601223187,0.21033635692139285,0.2785173334263858,0.3277071116047686,0.1834391980474527,0.004626,0.024107,0.005878,0.965388,0.492846,0.53798,0.128057,0.386294,1,0.23571029948764577,0.014183688940232198,0.2900784863926571,0.04018449796477916,0.53798
20_1_2_1_Asad_Vsad,20,female,1,2,1,20_04_02_01_01,20_04_02_01_01,0,0.6944622242334644,0.051250133858736835,0.13341484424361952,0.12087279766417933,0.2497614746216595,0.22934566705821632,0.28489483671380517,0.235998021606319,0.004626,0.024107,0.005878,0.965388,0.654686,0.475792,0.15657,0.429016,1,0.44470074961180484,0.1780955331994795,0.15147999247018565,0.11512522394213967,0.654686
13_1_2_1_Aangry_Vangry,13,male,1,2,1,13_05_02_01_01,13_05_02_01_01,0,0.08460622854271985,0.8968325223346665,0.003574308183933588,0.01498694093867991,0.23494153702915205,0.27005738331416546,0.23473132368999186,0.26026975596669044,0.004626,0.024107,0.005878,0.965388,0.84592,0.446297,0.356028,0.549415,0,0.1503353084864322,0.626775139020501,0.23115701550605827,0.24528281502801053,0.84592
13_1_2_1_Asad_Vsad,13,male,1,2,1,13_04_02_01_01,13_04_02_01_01,0,0.39320507326137716,0.29523618002367014,0.03262646797109915,0.2789322787438535,0.2274443102348926,0.2621281945233664,0.2390818136418235,0.27134568159991757,0.004626,0.024107,0.005878,0.965388,0.430672,0.434575,0.080818,0.315355,0,0.16576076302648457,0.03310798550030375,0.20645534567072432,0.007586597143935947,0.434575
03_1_2_2_Aangry_Vangry,3,male,1,2,2,03_05_02_01_02,03_05_02_01_02,0,0.40723049658978855,0.46315921181556,0.05150456935002533,0.07810572224462617,0.21925511916342302,0.2813694698071047,0.24392788355251036,0.25544752747696187,0.004626,0.024107,0.005878,0.965388,0.698566,0.451095,0.121767,0.423809,0,0.18797537742636553,0.18178974200845532,0.19242331420248504,0.1773418052323357,0.698566
11_2_1_2_Ahappy_Vhappy,11,male,2,1,2,11_03_01_02_02,11_03_01_02_02,0,0.5260188583679973,0.24968959212779587,0.030962319728752512,0.19332922977545425,0.2883179992724635,0.2313174089830756,0.22465892373955368,0.2557056680049072,0.008141,0.007626,0.011831,0.972402,0.548868,0.461655,0.088522,0.366348,0,0.23770085909553385,0.018372183144720278,0.19369660401080116,0.062376438229452935,0.548868
24_1_2_2_Aangry_Vangry,24,female,1,2,2,24_05_02_01_02,24_05_02_01_02,0,0.050804161853093846,0.9143934558880851,0.008366070526590752,0.026436311732230353,0.22359809390305357,0.30367108095049583,0.2495513940010041,0.2231794311454466,0.004626,0.024107,0.005878,0.965388,0.812776,0.487297,0.324279,0.541451,1,0.17279393204995974,0.6107223749375892,0.24118532347441335,0.19674311941321626,0.812776
14_2_2_2_Ahappy_Vhappy,14,female,2,2,2,14_03_02_02_02,14_03_02_02_02,0,0.5212532708331389,0.40157251831232116,0.040172211130251566,0.03700199972428834,0.3483341948006426,0.2598524904077261,0.19947736148700634,0.19233595330462502,0.008141,0.007626,0.011831,0.972402,0.807741,0.537647,0.106757,0.484048,1,0.1729190760324963,0.14172002790459504,0.15930515035675477,0.1553339535803367,0.807741
04_1_2_1_Afearful_Vsad,4,female,1,2,1,04_06_02_01_01,04_04_02_01_01,1,0.5003795155872729,0.3547985080297901,0.053290226696421875,0.091531749686515,0.2333908497071566,0.28709763937671084,0.29154911860834265,0.18796239230779008,0.004626,0.024107,0.005878,0.965388,0.677867,0.531669,0.116019,0.441852,1,0.26698866588011627,0.06770086865307928,0.2382588919119208,0.09643064262127508,0.677867
08_1_1_1_Asad_Vhappy,8,female,1,1,1,08_04_01_01_01,08_03_01_01_01,1,0.4202617470306995,0.11586232454651212,0.11367451953926488,0.35020140888352347,0.3998484307831995,0.23441474053795333,0.19692289740810323,0.16881393127074387,0.004626,0.024107,0.005878,0.965388,0.368422,0.560573,0.046445,0.325147,1,0.020413316247500035,0.11855241599144122,0.08324837786883835,0.1813874776127796,0.560573
24_1_2_2_Acalm_Vsad,24,female,1,2,2,24_02_02_01_02,24_04_02_01_02,1,0.3995083357451294,0.1327052855011245,0.11888801815382123,0.34889836059992485,0.20854451502694968,0.29216226445735954,0.3106601391922296,0.1886330813234612,0.004626,0.024107,0.005878,0.965388,0.367494,0.530605,0.09362,0.330573,1,0.19096382071817972,0.15945697895623503,0.1917721210384084,0.16026527927646364,0.530605
09_1_2_1_Acalm_Vangry,9,male,1,2,1,09_02_02_01_01,09_05_02_01_01,1,0.39458870454029443,0.005963925883273068,0.29585496971211855,0.30359239986431386,0.20771034813425146,0.3093257181217992,0.26764129828016814,0.21532263546378116,0.004626,0.024107,0.005878,0.965388,0.446462,0.4965,0.163528,0.36883,0,0.18687835640604297,0.30336179223852616,0.028213671431950416,0.08826976440053269,0.4965
18_1_2_2_Aangry_Vsad,18,female,1,2,2,18_05_02_01_02,18_04_02_01_02,1,0.1397851141735625,0.8067974725503387,0.006611836514168144,0.04680557676193074,0.28846088326445934,0.2924394272524656,0.2638996611023391,0.155200028380736,0.004626,0.024107,0.005878,0.965388,0.763558,0.575805,0.244266,0.527876,1,0.14867576909089683,0.5143580452978731,0.25728782458817095,0.10839445161880525,0.763558
01_1_1_1_Asad_Vhappy,1,male,1,1,1,01_04_01_01_01,01_03_01_01_01,1,0.4057840851451268,0.13375527647686947,0.1563424007100401,0.30411823766796364,0.37108103556389943,0.24232313363268718,0.19345009705914992,0.19314573374426355,0.004626,0.024107,0.005878,0.965388,0.410631,0.527932,0.022456,0.32034,0,0.034703049581227385,0.10856785715581771,0.03710769634910982,0.11097250392370009,0.527932
07_2_2_1_Asad_Vcalm,7,male,2,2,1,07_04_02_02_01,07_02_02_02_01,1,0.7985469784394318,0.02961339539214827,0.14570325137590204,0.026136374792517746,0.2792036227788999,0.23732485043358295,0.22440193148594836,0.2590695953015689,0.008141,0.007626,0.011831,0.972402,0.835962,0.457917,0.246162,0.513347,0,0.5193433556605319,0.20771145504143468,0.07869868011004633,0.2329332205090512,0.835962
08_1_1_1_Aangry_Vsad,8,female,1,1,1,08_05_01_01_01,08_04_01_01_01,1,0.19295564328834341,0.7155845944761364,0.017357382125324963,0.07410238011019507,0.22943664601441915,0.24367519889930636,0.3036546941002447,0.22323346098602972,0.004626,0.024107,0.005878,0.965388,0.70538,0.489991,0.228667,0.474679,1,0.03648100272607574,0.4719093955768301,0.28629731197491975,0.14913108087583465,0.70538
13_2_1_1_Ahappy_Vhappy,13,male,2,1,1,13_03_01_02_01,13_03_01_02_01,0,0.41342697449849414,0.23630109499577115,0.013061346230437497,0.33721058427529715,0.3066064617923286,0.24736657162914855,0.21903046628566242,0.22699650029286048,0.008141,0.007626,0.011831,0.972402,0.395243,0.494608,0.093427,0.327759,0,0.10682051270616555,0.011065476633377397,0.2059691200552249,0.11021408398243668,0.494608
04_2_2_1_Ahappy_Vangry,4,female,2,2,1,04_03_02_02_01,04_05_02_02_01,1,0.19152606502878375,0.7285103005339102,0.01192184088228018,0.06804179355502571,0.21783061496275,0.2825008616325789,0.26723296210712444,0.23243556129754664,0.008141,0.007626,0.011831,0.972402,0.751671,0.487714,0.212413,0.483932,1,0.026304549933966248,0.44600943890133127,0.2553111212248443,0.16439376774252093,0.751671
22_2_1_1_Ahappy_Vsurprised,22,female,2,1,1,22_03_01_02_01,22_08_01_02_01,1,0.3771859657520788,0.33967228409407174,0.021844574374984636,0.26129717577886485,0.21584283613921582,0.2480719545533633,0.2407674603320956,0.2953177489753253,0.008141,0.007626,0.011831,0.972402,0.469848,0.419185,0.098992,0.329342,1,0.16134312961286298,0.09160032954070843,0.21892288595711096,0.03402057319646046,0.469848
06_2_1_2_Aangry_Vsad,6,female,2,1,2,06_05_01_02_02,06_04_01_02_02,1,0.11462690186032136,0.7856448866158786,0.022084758431660054,0.07764345309214014,0.1906382172457836,0.3296137293391358,0.280667924539066,0.19908012887601448,0.008141,0.007626,0.011831,0.972402,0.731791,0.528305,0.190391,0.483496,1,0.07601131538546223,0.4560311572767428,0.25858316610740595,0.12143667578387433,0.731791
06_2_2_1_Aangry_Vangry,6,female,2,2,1,06_05_02_02_01,06_05_02_02_01,0,0.1922406140479463,0.7406324135545983,0.026137792611728185,0.04098917978572724,0.20319281528871053,0.3538186463147129,0.2431604730891549,0.19982806530742173,0.008141,0.007626,0.011831,0.972402,0.803938,0.527794,0.164421,0.498718,1,0.010952201240764237,0.3868137672398854,0.2170226804774267,0.15883888552169448,0.803938
12_2_2_1_Asad_Vfearful,12,female,2,2,1,12_04_02_02_01,12_06_02_02_01,1,0.44943572357830974,0.3856561802016285,0.061145486637438566,0.10376260958262314,0.22369019650305882,0.2705098108476197,0.27008888666450964,0.23571110598481193,0.008141,0.007626,0.011831,0.972402,0.673859,0.483833,0.105498,0.421063,1,0.22574552707525092,0.11514636935400879,0.20894340002707107,0.1319484964021888,0.673859
21_1_1_1_Asurprised_Vneutral,21,male,1,1,1,21_08_01_01_01,21_01_01_01_01,0,0.45123099166026664,0.32735254836693045,0.01681829984474601,0.20459816012805684,0.22415823120046968,0.24005408379236448,0.28949675855576895,0.24629092645139677,0.004626,0.024107,0.005878,0.965388,0.517419,0.463372,0.140492,0.373761,0,0.22707276045979696,0.08729846457456597,0.2726784587110229,0.04169276632333993,0.517419
01_2_2_1_Ahappy_Vsad,1,male,2,2,1,01_03_02_02_01,01_04_02_02_01,1,0.6441450075500106,0.2264329390420244,0.03164389126040445,0.09777816214756051,0.2205934922764288,0.3029734446454093,0.24406912219798804,0.23236394088017387,0.008141,0.007626,0.011831,0.972402,0.689837,0.488103,0.169507,0.449149,0,0.4235515152735818,0.0765405056033849,0.2124252309375836,0.13458577873261335,0.689837
06_1_1_2_Aangry_Vangry,6,female,1,1,2,06_05_01_01_02,06_05_01_01_02,0,0.1299699924599982,0.7857933213539722,0.02388348697251632,0.06035319921351334,0.2082462266796426,0.333746464621144,0.23964781862053755,0.21835949007867583,0.004626,0.024107,0.005878,0.965388,0.731,0.491965,0.18263,0.468532,1,0.07827623421964439,0.4520468567328282,0.21576433164802122,0.1580062908651625,0.731
